Drug,Blood,Card,Cong,Ear,Endo,Eye,Gastr,Hepat,Immun,Infec,Metab,Musc,Neopl,Nerv,Preg,Prod,Psych,Renal,Repro,Resp,Skin,Vasc
Acrivastine,1.4242714851353533,11.868929042794612,0.4747571617117844,3.798057293694276,0.0,10.91941471937104,26.586401055859927,0.9495143234235688,5.222328778829628,3.323300131982491,0.9495143234235688,12.343686204506396,0.9495143234235688,48.42523049460201,0.9495143234235688,0.9495143234235688,17.566014983336025,4.747571617117844,1.8990286468471376,8.54562891081212,48.42523049460201,4.27281445540606
Adapalene,0.0,0.0,0.0,0.0,0.0,5.15315166755988,0.644143958444985,0.0,1.2238735210454714,0.0644143958444985,0.0,0.0,0.0,1.0950447293564745,0.257657583377994,0.0,0.128828791688997,0.0,0.0644143958444985,0.772972750133982,22.867110524796967,0.0
Agomelatine,2.4356580336120808,4.059430056020134,0.0,2.4356580336120808,4.8713160672241616,6.495088089632216,34.91109848177316,4.8713160672241616,0.0,4.059430056020134,5.683202078428189,16.237720224080537,0.0,48.71316067224162,0.0,0.0,88.49557522123894,0.0,4.8713160672241616,4.8713160672241616,15.425834212876511,6.495088089632216
Alanine,52.16484089723526,417.31872717788207,0.0,0.0,0.0,17.38828029907842,2695.1834463571554,191.27108328986264,295.60076508433315,2956.007650843332,712.9194922622153,243.4359241870979,0.0,921.5788558511564,104.32968179447052,139.10624239262737,208.65936358894103,69.55312119631368,17.38828029907842,539.036689271431,1043.2968179447053,382.5421665797253
Albendazole,512.5284738041003,0.0,56.947608200455576,0.0,0.0,0.0,683.371298405467,512.5284738041003,0.0,0.0,0.0,170.84282460136674,56.947608200455576,170.84282460136674,56.947608200455576,0.0,398.6332574031891,0.0,0.0,113.89521640091117,170.84282460136674,170.84282460136674
Alclometasone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9034575662326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.6138302649304,0.0
Alendronic Acid,0.1789637840311286,0.3131866220544751,0.0559261825097277,0.2386183787081715,0.022370473003891,1.2042771300428032,10.514122311828809,0.0820250676809339,0.1155807771867706,0.5890891224357985,0.4436810479105065,5.719384264661487,0.20879108136965,2.3638133140778246,0.0372841216731518,0.1193091893540857,0.7866949673035031,0.2609888517120626,0.1491364866926072,1.3757840897393017,2.4682088547626493,0.3020013855525296
Alfentanil,15.486468697975145,185.8376243757017,11.614851523481358,7.7432343489875715,0.0,27.101320221456504,100.66204653683845,30.97293739595029,89.04719501335708,15.486468697975145,0.0,27.101320221456504,0.0,232.2970304696272,38.71617174493786,3.8716171744937857,27.101320221456504,7.7432343489875715,0.0,185.8376243757017,58.07425761740679,104.53366371133222
Alfuzosin,0.3711046765683579,3.154389750831043,0.0,0.3247165919973132,0.0463880845710447,1.0205378605629845,4.870748879959698,0.3711046765683579,0.0463880845710447,0.3711046765683579,0.4174927611394027,2.504956566836416,0.0463880845710447,7.4220935313671585,0.0,0.1855523382841789,2.1802399748391026,1.0205378605629845,1.530806790844477,1.530806790844477,3.3399420891152216,2.041075721125969
Aliskiren,3.2796562920205963,13.118625168082383,0.0,3.2796562920205963,0.0,13.118625168082383,132.82607982683416,3.2796562920205963,3.2796562920205963,11.478797022072088,31.156734774195662,108.22865763667969,3.2796562920205963,91.83037617657668,0.0,0.0,47.55501623429865,44.27535994227805,1.639828146010298,29.516906628185367,70.51261027844282,26.23725033616477
Allantoin,0.0,5.151541169399845,0.0,0.0,0.0,10.30308233879969,13.737443118399588,0.0,6.868721559199794,3.434360779599897,0.0,5.151541169399845,0.0,15.454623508199536,0.0,3.434360779599897,1.7171803897999485,1.7171803897999485,0.0,3.434360779599897,116.7682665063965,5.151541169399845
Allopurinol,0.7393033754219049,0.2068832490892573,0.0273816064971075,0.0547632129942151,0.0152120036095042,0.2829432671367784,1.2565114981450485,0.328579277965291,0.1521200360950421,0.3072824729119852,0.310324873633886,0.4837417147822341,0.0608480144380168,1.01007703967108,0.0456360108285126,0.0395512093847109,0.4441905053975231,0.5232929241669451,0.2494768591958691,0.2525192599177699,4.238064205607874,0.2616464620834725
Almotriptan,0.0,2.0469467230941647,0.0,0.0,0.0,0.0,6.652576850056035,0.0,0.5117366807735412,0.0,0.0,2.5586834038677058,0.5117366807735412,4.093893446188329,0.0,0.5117366807735412,2.5586834038677058,0.5117366807735412,0.0,1.5352100423206234,0.5117366807735412,0.0
Alogliptin,0.024360233283338,0.2436023328333801,0.012180116641669,0.0,0.0,0.3532233826084012,3.118109860267265,0.097440933133352,0.073080699850014,0.1339812830583591,0.2557824494750491,0.6211859487251193,0.036540349925007,1.1327508476752175,0.0,0.0,0.3897637325334082,0.12180116641669,0.085260816491683,0.4141239658167462,1.9122783127420344,0.024360233283338
Alprostadil,1.550820383983127,13.181973263856582,0.7754101919915635,0.7754101919915635,0.0,15.508203839831271,13.957383455848143,0.7754101919915635,2.326230575974691,5.427871343940945,0.7754101919915635,20.16066499178065,1.550820383983127,34.1180484476288,0.0,6.9786917279240726,6.9786917279240726,24.03771595173847,89.1721720790298,3.877050959957818,25.5885363357216,34.1180484476288
Aluminium Chloride,0.6874553154044987,1.3749106308089971,0.0,0.0,0.0,0.0,1.3749106308089971,0.0,2.7498212616179947,0.0,0.0,2.062365946213496,0.0,6.874553154044987,0.0,2.7498212616179947,0.6874553154044987,0.0,0.0,0.6874553154044987,51.5591486553374,0.0
Alverine,0.0,1.2023154746325309,0.1849716114819278,0.0924858057409639,0.0,0.5549148344457834,4.25434706408434,2.4971167550060254,1.1098296688915668,0.0924858057409639,0.3699432229638556,0.5549148344457834,0.0,4.994233510012051,0.0924858057409639,0.0924858057409639,2.219659337783133,0.2774574172228917,0.2774574172228917,1.3872870861144586,4.346832869825303,0.6474006401867474
Amantadine,0.3087906522893739,2.4703252183149917,0.3087906522893739,0.1543953261446869,0.0,3.5510925013278003,6.021417719642791,1.3895579353021823,0.0,1.2351626091574957,1.5439532614468696,1.5439532614468696,0.0,16.057113919047442,0.1543953261446869,0.0,29.79829794592458,1.5439532614468696,0.3087906522893739,3.2423018490384257,8.800533590247156,2.779115870604365
Amiloride,4.280787710600486,3.025089982157677,0.1712315084240194,1.9977009316135603,0.1712315084240194,2.7967813042589844,21.63224723090112,1.7693922537148674,0.399540186322712,1.5981607452908482,26.483806636248342,9.132347115947704,2.397241117936272,22.145941756173183,0.3424630168480388,0.2853858473733657,9.931427488593128,4.794482235872544,2.739704134784311,5.821871286416661,49.60006027349096,5.993102794840681
Aminoacridine,0.0,71.23352724682417,0.0,23.744509082274725,0.0,23.744509082274725,225.57283628160985,0.0,23.744509082274725,0.0,0.0,11.872254541137362,0.0,71.23352724682417,0.0,11.872254541137362,23.744509082274725,0.0,0.0,83.10578178796153,23.744509082274725,11.872254541137362
Aminophylline,1.56328164082041,95.36018009004502,14.069534767383692,7.816408204102051,0.0,14.069534767383692,332.9789894947474,6.25312656328164,20.322661330665333,35.95547773886944,28.139069534767383,45.33516758379189,4.689844922461231,198.5367683841921,4.689844922461231,4.689844922461231,104.73986993496749,14.069534767383692,12.50625312656328,60.967983991996,298.58679339669834,35.95547773886944
Amiodarone,4.160772239327619,19.58835469975587,0.5610029985610273,1.683008995683082,26.60089218176871,12.949819216783714,14.305576463306195,14.445827212946451,1.1220059971220546,5.656780235490359,4.815275737648817,8.50854547817558,1.449257746282654,31.135666420137017,0.4675024988008561,0.3272517491605993,11.82781321966166,4.114021989447534,2.992015992325479,40.95321889495499,37.44695015394857,7.526790230693783
Amisulpride,5.562686324238685,8.034991357233656,0.2575317742703095,0.515063548540619,1.545190645621857,2.6783304524112186,8.601561260628337,0.8756080325190522,0.3605444839784332,5.562686324238685,3.811470259200581,5.717205388800871,1.1846461616434236,29.20410320225309,0.3605444839784332,0.1545190645621856,22.3022516518088,2.6783304524112186,4.841597356281818,5.047622775698065,4.9446100659899415,3.399419420368085
Amitriptyline,0.13943679033662,0.53801554007243,0.08418825076928,0.14338311459143,0.03551691829329,0.40252507399062,1.28255538281325,0.1710073843751,0.05393309814907,0.08945001644236,0.33149123740404,0.40384051540889,0.02236250411059,2.50065413613127,0.04735589105772,0.07366471942312,1.91528270500112,0.21836327543282,0.15653752877413,0.41041772250024,0.94448693831786,0.29465887769248
Amlodipine,0.0466570037899772,0.3577036957231587,0.0167043593815967,0.0858258464778593,0.0063361363171574,0.2862781590570207,1.1992578011201551,0.051265102929728,0.0576012392468854,0.1088663421766135,0.1728037177406563,1.2280584207435978,0.0138242974192525,1.208473999399657,0.0074881611020951,0.0587532640318231,0.5391475993508479,0.1831719408050957,0.1238426643808037,0.4815463601039623,1.179673379776214,0.411848860615231
Ammonia,0.0,0.0,12.422360248447204,0.0,0.0,37.267080745341616,198.75776397515529,0.0,37.267080745341616,24.84472049689441,0.0,12.422360248447204,0.0,74.53416149068323,12.422360248447204,0.0,24.84472049689441,0.0,12.422360248447204,62.11180124223603,124.22360248447204,0.0
Ammonium Chloride,0.0,111.78735560799902,0.0,12.420817289777666,0.0,49.683269159110665,484.411874301329,0.0,24.841634579555333,12.420817289777666,74.52490373866601,37.262451869333006,0.0,447.1494224319961,12.420817289777666,0.0,198.73307663644263,37.262451869333006,12.420817289777666,124.20817289777668,124.20817289777668,24.841634579555333
Amorolfine,0.1527447467262982,0.4582342401788946,0.3054894934525964,0.0,0.0,0.0,1.2219579738103858,0.0,0.6109789869051929,1.0692132270840875,0.1527447467262982,1.2219579738103858,0.0,2.902150187799666,0.0,0.0,0.0,0.0,0.1527447467262982,0.3054894934525964,15.885453659535017,0.0
Ampicillin,2509.36329588015,749.0636704119851,823.9700374531835,524.3445692883895,74.90636704119851,823.9700374531835,8314.606741573034,1273.4082397003745,1685.3932584269662,2808.988764044944,411.98501872659176,1273.4082397003745,0.0,3071.1610486891386,262.17228464419475,0.0,1835.2059925093636,1235.9550561797753,299.62546816479403,1348.314606741573,41385.76779026217,1198.501872659176
Anagrelide,176.99115044247787,2022.7560050568904,0.0,101.1378002528445,0.0,75.85335018963337,606.826801517067,50.56890012642225,50.56890012642225,126.42225031605564,101.1378002528445,429.8356510745891,303.4134007585335,733.2490518331226,0.0,0.0,278.1289506953224,429.8356510745891,75.85335018963337,1112.5158027812895,278.1289506953224,151.70670037926675
Anastrozole,1.4492608212403666,1.0404949485828272,0.0,0.2229632032677486,0.2601237371457068,2.489755769823194,8.807046529076075,1.226297617972618,0.5945685420473299,1.5235818889962829,2.56407683757911,16.38779544017953,2.2296320326774874,9.996183613170734,0.0,0.9290133469489528,5.611240615571676,1.1519765502167016,2.37827416818932,3.901856057185602,8.323959588662618,3.0100032441146074
Antazoline,0.0,0.0,0.0,0.0,0.0,199.63225636984504,21.01392172314158,0.0,0.0,0.0,0.0,0.0,0.0,26.267402153926977,0.0,0.0,10.50696086157079,10.50696086157079,0.0,0.0,36.77436301549777,0.0
Apixaban,0.4823013733481366,0.811371581205459,0.0150719179171292,0.1456952065322496,0.0226078768756939,0.7611318548150282,5.574097643018309,0.1406712338932065,0.1080154117394264,0.4873253459871797,0.3567020573720593,1.5272876822690995,0.1532311654908142,5.177203804533904,0.0,0.0527517127099524,1.022378432045269,0.8867311707911054,0.2738065088278484,2.102532549439533,2.8335205684203024,1.7860222731798183
Apomorphine,159.0852597564007,159.0852597564007,0.0,9.942828734775045,0.0,59.65697240865026,417.5988068605518,24.857071836937607,4.9714143673875215,298.2848620432513,54.685558041262745,203.8279890628884,19.88565746955009,1163.3109619686802,0.0,99.42828734775044,1048.968431518767,54.685558041262745,14.914243102162564,288.3420333084763,412.62739249316434,253.5421327367636
Apraclonidine,0.0,12.915605741909296,0.0,0.0,0.0,50.73987970035795,18.45086534558471,0.0,1.8450865345584704,0.9225432672792352,0.9225432672792352,0.0,0.0,27.676298018377064,0.0,1.8450865345584704,3.690173069116941,0.9225432672792352,0.0,15.683235543747,0.9225432672792352,7.380346138233882
Aprepitant,468.8546550569324,535.833891493637,0.0,133.95847287340925,401.8754186202277,267.9169457468185,7970.5291359678495,0.0,267.9169457468185,870.7300736771601,1339.5847287340923,2813.127930341594,200.93770931011383,3750.837240455459,0.0,133.95847287340925,1406.563965170797,200.93770931011383,66.97923643670462,2210.3148024112525,2679.1694574681846,937.7093101138648
Arachis Oil,0.0,0.0,0.0,14.691299078120984,0.0,3.672824769530246,0.0,0.0,14.691299078120984,14.691299078120984,0.0,0.0,3.672824769530246,7.345649539060492,0.0,7.345649539060492,3.672824769530246,0.0,3.672824769530246,3.672824769530246,124.87604216402836,3.672824769530246
Arginine,1.582884585553329,7.914422927766645,0.0,0.3165769171106657,0.0,0.6331538342213315,50.33572982059586,4.115499922438656,6.01496142510265,54.45122974303452,12.9796536015373,4.748653756659987,0.3165769171106657,18.99461502663995,1.899461502663995,2.532615336885326,6.01496142510265,1.582884585553329,0.3165769171106657,10.130461347541305,20.894076529303945,7.59784601065598
Aripiprazole,1.7761234115132627,3.256226254440981,0.6727740195125995,0.4036644117075596,0.7938733430248673,3.1351269309287138,8.544230047810013,0.6458630587320955,0.5516746960003316,1.8568562938547744,3.256226254440981,5.610935322735079,0.4305753724880636,24.59661815338064,1.412825440976459,0.3094760489757957,24.583162672990383,1.6819350487814986,1.5608357252692306,2.8660173231236734,4.547952371905172,1.9375891761962865
Arnica,0.0,4.726568038946921,0.0,0.0,0.0,4.726568038946921,23.632840194734605,0.0,4.726568038946921,2.3632840194734603,0.0,21.269556175261144,0.0,16.54298813631422,0.0,0.0,4.726568038946921,4.726568038946921,2.3632840194734603,14.179704116840762,70.89852058420381,2.3632840194734603
Ascorbic Acid,31.44814684403063,33.867235062802216,3.4942385382256256,6.4509019167242325,0.8063627395905291,23.65330702798885,330.3399356522534,10.482715614676875,49.456914694885775,19.62149333003621,26.609970406487456,44.08116309761559,1.612725479181058,127.13652527544008,4.0318136979526455,24.9972449273064,42.46843761843453,16.39604237167409,6.719689496587742,66.12174464642338,114.50350902185512,38.9741990802089
Asenapine,79.44915254237289,26.483050847457623,0.0,132.41525423728814,0.0,79.44915254237289,370.7627118644068,26.483050847457623,0.0,238.34745762711867,105.9322033898305,52.96610169491525,0.0,1006.3559322033898,0.0,26.483050847457623,847.457627118644,105.9322033898305,52.96610169491525,185.3813559322034,0.0,105.9322033898305
Aspirin,0.3199262889830183,0.3362588622944636,0.0634088140326703,0.0480369803277805,0.0096073960655561,0.1911871817045664,5.60975856267821,0.0931917418358942,0.2987900176387948,0.170050910360343,0.1402679825571191,0.1806190460324547,0.0336258862294463,1.1644164031454,0.1152887527866732,0.0269007089835571,0.2517137769175699,0.2853396631470163,0.0634088140326703,0.7666702060313771,0.8992522717360515,0.4227254268844687
Atenolol,0.246041898592074,2.636163199200793,0.0859193931591369,0.4256915388339059,0.0312434156942316,1.5738870655969184,4.085076602020785,0.167933359356495,0.1991767750507266,0.581908617305064,1.2223986390368125,1.1911552233425806,0.082013966197358,6.088560633413388,0.160122505432937,0.2343256177067372,2.643974053124351,0.3944481231396743,0.7967071002029065,1.9214700651952448,5.174690724357113,2.198755379481551
Atomoxetine,4.114835115719096,16.459340462876384,0.7094543302963958,0.993236062414954,0.1418908660592791,6.952652436904678,34.053807854227,6.243198106608284,0.993236062414954,1.844581258770629,9.222906293853146,4.682398579956213,0.1418908660592791,55.05365603100032,0.2837817321185583,0.5675634642371167,161.04613297728184,7.094543302963958,8.51345196355675,7.236434169023237,22.986320301603225,13.47963227563152
Atorvastatin,0.0425251202021789,0.0954222209414747,0.00622318832227,0.0563544275850013,0.0044945248994172,0.1192777761768433,0.7955309071968598,0.1669888866475807,0.0321531396650621,0.0705294676523943,0.106139934163162,1.5810355665411733,0.0155579708056752,0.8152376702173818,0.0058774556376995,0.0494397738935901,0.4899032140364843,0.1303412220831013,0.0847045077197873,0.2523848597365092,0.5766821178636949,0.0636148139609831
Atovaquone,630.9148264984227,856.2415502478593,112.66336187471836,405.588102748986,0.0,1261.8296529968454,13136.54799459216,405.588102748986,495.7187922487608,1712.4831004957186,1013.9702568724653,1261.8296529968454,90.13068949977468,5362.776025236593,563.3168093735917,180.26137899954932,7616.043262730959,383.0554303740424,225.3267237494367,2456.06128886886,7097.791798107256,450.6534474988734
Atropine,0.7321046177498765,16.10630159049728,1.830261544374691,1.464209235499753,0.0,17.936563134871975,30.382341636619877,2.196313853249629,6.954993868623825,1.464209235499753,3.294470779874444,6.2228892508739495,0.0,46.12259091824222,0.3660523088749382,0.0,41.36391090286802,7.321046177498764,1.830261544374691,11.347621575123084,39.89970166736827,8.419203104123579
Avanafil,0.0,8.915635796277721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2289089490694303,2.2289089490694303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2289089490694303,0.0,0.0
Aviptadil,0.0,0.0,0.0,16.926201760324982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.926201760324982,0.0,16.926201760324982,0.0,0.0,0.0,0.0,101.5572105619499,0.0,0.0,16.926201760324982
Azathioprine,16.702869452384117,2.858811253339912,1.7205808469175397,0.2647047456796215,0.5029390167912808,3.176456948155458,30.467516227724435,7.517614777301251,3.891159761490436,19.535210231156064,2.7264588805001013,7.305850980757553,12.33524114867036,9.34407752249064,2.9646931516117605,0.2647047456796215,3.202927422723421,4.341157829145793,0.5823504404951673,7.676437624709023,14.161703893859748,3.652925490378777
Azelaic Acid,0.2055713959736786,0.2055713959736786,0.0,0.2055713959736786,0.0,0.6167141879210359,0.4111427919473573,0.0,0.4111427919473573,0.2055713959736786,0.0,0.0,0.0,2.466856751684144,0.0,0.4111427919473573,1.4389997718157503,0.2055713959736786,0.0,1.233428375842072,8.428427234920825,0.0
Azelastine,0.1430062779756031,0.7150313898780156,0.0,0.2860125559512063,0.0,1.644572196719436,3.2176412544510704,0.0,0.2860125559512063,0.8580376678536188,0.2860125559512063,0.5720251119024126,0.0,6.578288786877744,0.0,0.2860125559512063,2.002087891658444,0.0715031389878015,0.2860125559512063,7.436326454731363,2.2165973086218487,0.0
Azilsartan Medoxomil,0.0,0.0,0.0,0.0,0.0,0.0,23.36994624912363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.10983874737087,0.0,0.0,0.0,0.0,46.73989249824726
Azithromycin,0.7657684696561773,1.210408226230732,0.1482132521915181,2.1737943654756005,0.0988088347943454,1.3833236871208363,10.597247531693553,0.938683930546282,0.7904706783547637,3.507713635199264,0.9633861392448684,2.025581113284082,0.1729154608901045,5.014548365813033,0.1482132521915181,0.0247022086985863,2.5196252872558094,0.9633861392448684,0.3952353391773818,2.371412035064291,4.69341965273141,0.666959634861832
Baclofen,0.2404824269871303,0.753511604559675,0.0961929707948521,0.2084181033888463,0.048096485397426,0.8336724135553852,4.072169096982074,0.2404824269871303,0.1442894561922782,1.0581226787433735,0.5450935011708288,2.0841810338884628,0.016032161799142,9.250557358104947,0.1282572943931361,0.3366753977819824,6.412864719656809,0.7855759281579591,0.3527075595811245,1.1703478113373678,1.7154413125081964,0.6252543101665389
Balsalazide,6.186587478346944,9.279881217520416,1.546646869586736,1.031097913057824,0.0,1.546646869586736,27.839643652561247,1.031097913057824,0.0,1.546646869586736,0.515548956528912,9.279881217520416,0.0,14.950919739338447,0.515548956528912,0.0,4.639940608760208,4.639940608760208,1.031097913057824,9.795430174049327,15.982017652396271,2.062195826115648
Bambuterol,9.961151509114451,199.22303018228908,0.0,9.961151509114451,0.0,29.88345452734336,268.95109074609024,19.922303018228902,9.961151509114451,0.0,29.88345452734336,557.8244845104094,0.0,757.0475146926984,0.0,0.0,129.4949696184879,9.961151509114451,0.0,99.61151509114454,159.37842414583125,29.88345452734336
Beclometasone,0.2243959762258368,4.074558515679668,0.3070681779932504,0.7794807595213279,0.6731879286775105,3.7911109667628224,12.400830265112036,0.0354309436146058,1.2164623974347997,4.606022669898756,0.6849982432157125,5.503606574802103,0.177154718073029,16.26280311910407,0.2598269198404426,3.732059394071813,7.653083820754857,0.578705412371895,0.3661197506842601,26.254329218422907,10.239542704621082,1.0865489375145785
Bempedoic Acid,1.2048802469522557,1.2048802469522557,0.0,1.2048802469522557,0.0,3.132688642075864,34.70055111222496,0.7229281481713532,0.4819520987809021,2.409760493904511,9.15708987683714,50.12301827321382,0.4819520987809021,27.953221729292327,0.0,0.240976049390451,5.783425185370826,5.783425185370826,0.240976049390451,6.024401234761277,13.012706667084355,1.4458562963427064
Benperidol,17.908309455587393,0.0,0.0,0.0,8.954154727793696,17.908309455587393,44.770773638968485,35.816618911174785,0.0,17.908309455587393,8.954154727793696,17.908309455587393,0.0,125.35816618911176,0.0,0.0,71.63323782234957,0.0,35.816618911174785,0.0,17.908309455587393,8.954154727793696
Benzalkonium,0.0,0.0863634675623134,0.0,0.2590904026869401,0.1727269351246268,2.2454501566201484,2.677267494431716,0.0,1.727269351246268,0.9499981431854476,0.0,0.6909077404985072,0.0,2.3318136241824616,0.1727269351246268,0.863634675623134,1.1227250783100742,0.2590904026869401,1.036361610747761,1.3818154809970145,27.463582684815663,0.1727269351246268
Benzbromarone,0.0,90.25270758122744,0.0,0.0,0.0,0.0,722.0216606498195,90.25270758122744,0.0,0.0,0.0,180.50541516245488,0.0,361.01083032490976,0.0,0.0,0.0,180.50541516245488,0.0,90.25270758122744,270.7581227436823,0.0
Benzocaine,31.99658703071672,37.32935153583618,5.332764505119454,10.665529010238908,0.0,42.66211604095563,421.28839590443687,0.0,143.98464163822524,15.99829351535836,5.332764505119454,5.332764505119454,0.0,175.98122866894198,0.0,26.663822525597272,37.32935153583618,10.665529010238908,5.332764505119454,415.95563139931744,501.2798634812287,26.663822525597272
Benzoyl Peroxide,0.1416135065297988,0.0,0.0,0.0,0.0,7.269493335196338,2.1714071001235813,0.0944090043531992,3.823564676304567,0.8496810391787928,0.0472045021765996,0.1888180087063984,0.0,1.9353845892405832,0.0472045021765996,0.236022510882998,0.5192495239425955,0.0,0.0944090043531992,1.3689305631213882,54.80442702703213,0.0944090043531992
Benzthiazide,0.0,191.44862795149967,0.0,63.81620931716657,0.0,127.63241863433312,319.08104658583284,0.0,63.81620931716657,63.81620931716657,63.81620931716657,63.81620931716657,0.0,382.89725590299935,0.0,0.0,191.44862795149967,127.63241863433312,63.81620931716657,63.81620931716657,701.9783024888321,127.63241863433312
Benzydamine,0.2206072545592625,0.4412145091185251,0.0551518136398156,0.0551518136398156,0.0,0.3309108818388938,6.45276219585843,0.0,1.654554409194469,0.4963663227583407,0.3860626954787094,0.2757590681990782,0.0,2.3715279865120724,0.0,0.2206072545592625,0.7721253909574188,0.0551518136398156,0.0,3.640019700227832,11.471577237081654,0.1654554409194469
Benzylpenicillin,7004.219409282699,2531.645569620253,421.94092827004215,337.5527426160337,0.0,1856.5400843881853,11054.852320675103,675.1054852320675,22109.70464135021,3628.691983122362,1097.0464135021098,2109.7046413502107,0.0,7763.713080168777,337.5527426160337,168.77637130801688,2025.3164556962024,1940.9282700421943,168.77637130801688,8016.877637130802,45991.5611814346,2784.8101265822784
Betahistine,0.0611542397989835,0.3302328949145113,0.085615935718577,0.4770030704320718,0.0733850877587802,0.2935403510351211,2.690786551155277,0.0366925438793901,0.0244616959195934,0.085615935718577,0.1834627193969507,0.5014647663516653,0.0611542397989835,2.4584004399191395,0.0366925438793901,0.085615935718577,1.113007164341501,0.2690786551155277,0.085615935718577,0.4403105265526816,1.8590888898891005,0.1834627193969507
Betaine,0.1538792970793709,0.4616378912381128,1.2310343766349674,0.0,0.0,0.0,1.0771550795555964,0.1538792970793709,0.0,0.3077585941587418,0.3077585941587418,0.1538792970793709,0.0,4.92413750653987,0.0,0.0,1.0771550795555964,0.0,0.0,1.2310343766349674,0.3077585941587418,0.0
Betamethasone,0.3560819525850983,0.1294843463945812,0.1699482046428878,0.1132988030952585,1.1006169443539402,1.019689227857327,0.8416482515647778,0.0809277164966132,0.2832470077381464,0.9225759680613912,0.5341229288776476,0.6312361886735834,0.0566494015476292,1.909894109320073,0.2427831494898397,0.0890204881462745,1.5214410701363292,0.2265976061905171,0.2427831494898397,0.6231434170239221,11.896374325002148,0.3156180943367917
