Drug,SOC_ABBREV,ROR,PRR,CI_lower,CI_upper,event_count,signal_detected
Abemaciclib,Card,0.2251628827020625,0.23153489846931521,0.09337580627478785,0.5429492474475338,5.0,False
Abemaciclib,Cong,0.30044500077414993,0.3015955846544556,0.042248784753656954,2.1365631938647804,1.0,False
Abemaciclib,Ear,0.19999937771916754,0.20131516821633993,0.02812475161816006,1.422225932200821,1.0,False
Abemaciclib,Eye,0.884147717912797,0.8873870086948404,0.545886674425783,1.4320136828998318,17.0,False
Abemaciclib,Gastr,2.6040976774466125,2.071157330663363,2.1996343313028532,3.0829327480382767,202.0,True
Abemaciclib,Hepat,2.993131229373273,2.8980641148143507,2.061061476416095,4.346709042288128,29.0,True
Abemaciclib,Infec,0.9213460143760718,0.9249682373982263,0.6305234806251458,1.3463074798816914,28.0,False
Abemaciclib,Metab,1.24658862403819,1.2380715827473974,0.8065837005908097,1.9266236057623778,21.0,False
Abemaciclib,Musc,0.47992258965264495,0.4936088372933648,0.2920763918517583,0.788580311467972,16.0,False
Abemaciclib,Neopl,4.3940379823026765,4.209822104973749,3.0932518342457573,6.241835719989619,33.0,True
Abemaciclib,Nerv,0.5896771525592022,0.6294946657154638,0.45079853691719207,0.7713404453976782,59.0,False
Abemaciclib,Prod,0.19062661819959265,0.19195782441965908,0.026806777121544344,1.3555716676216314,1.0,False
Abemaciclib,Psych,0.18575623447620232,0.20182683511154045,0.1048938069734068,0.3289553467682399,12.0,False
Abemaciclib,Renal,1.0880458255276766,1.0858736423320927,0.65173481298118,1.8164500267110775,15.0,False
Abemaciclib,Repro,0.33941465219522027,0.34376060843077794,0.12696855363473197,0.9073294357295802,4.0,False
Abemaciclib,Resp,1.6795543210924926,1.6136107274338458,1.2839534197367943,2.197044436455287,59.0,False
Abemaciclib,Skin,0.5608083491280274,0.5983707929526039,0.42205133476943135,0.7451842431052126,52.0,False
Abemaciclib,Vasc,0.44273619113496177,0.45098516198987176,0.2292269451143388,0.8551147197940479,9.0,False
Abiraterone,Blood,0.7598820451005129,0.7653227842598668,0.45541368319740727,1.2679037626013634,15.0,False
Abiraterone,Card,3.57725287265582,3.2774817681324087,2.8204270016184596,4.537163382559131,77.0,True
Abiraterone,Ear,0.1836563780753628,0.18488952554050575,0.02582993428839284,1.3058362762818818,1.0,False
Abiraterone,Endo,1.6972114468695991,1.6929986888824717,0.6349450908511445,4.53665480195122,4.0,False
Abiraterone,Eye,0.32843594790904185,0.3355370783692182,0.1559519925197452,0.6916883211046716,7.0,False
Abiraterone,Gastr,0.7811605077363476,0.8095898073355533,0.6227672315887469,0.979839188536288,86.0,False
Abiraterone,Hepat,2.935966475333655,2.8453094349479398,2.046906265527883,4.211184112067834,31.0,True
Abiraterone,Immun,0.16027922048733842,0.16281614127136462,0.039999147344390855,0.6422494034396288,2.0,False
Abiraterone,Infec,1.4587400791826464,1.4261709194823682,1.084259518959905,1.9625583925286085,47.0,False
Abiraterone,Metab,2.9097874308325413,2.7626587919013335,2.186488688107376,3.8723561382610923,51.0,True
Abiraterone,Musc,1.172585614465722,1.1618967773160322,0.8548042091573474,1.6085052091722454,41.0,False
Abiraterone,Neopl,7.357915173218544,6.800877287951663,5.618747717517341,9.635406040298442,58.0,True
Abiraterone,Nerv,0.556905122059744,0.5977341062808249,0.42794363452433615,0.7247293567553725,61.0,False
Abiraterone,Prod,1.2369354898652416,1.2344301297005036,0.5872832292414855,2.605232586096953,7.0,False
Abiraterone,Psych,0.4074733324938356,0.432534883385335,0.2790679749589703,0.5949608396235468,28.0,False
Abiraterone,Renal,2.1137979682207697,2.0616412657814283,1.4737590132248035,3.0317995074902346,31.0,True
Abiraterone,Repro,0.39004242300438796,0.39464935334423396,0.1617964889612048,0.9402743701046073,5.0,False
Abiraterone,Resp,1.3600138556227215,1.331190994069845,1.0271078541492256,1.800821286697173,53.0,False
Abiraterone,Skin,0.29456137297857155,0.3275955080807834,0.205387674209536,0.42245184763376925,31.0,False
Abiraterone,Vasc,1.204848537889705,1.1968031270360306,0.813933679200383,1.7835114043702993,26.0,False
Abrocitinib,Blood,0.9233339931995431,0.9254344317420214,0.22648015604899727,3.764328309688077,2.0,False
Abrocitinib,Card,1.9971268535593174,1.9288304937264873,0.8053253293634808,4.952676295876864,5.0,False
Abrocitinib,Eye,1.3173572279249137,1.3043151500649854,0.41478459797118533,4.1839308268784166,3.0,False
Abrocitinib,Gastr,1.0293031322595492,1.0244861790114042,0.5542792187305602,1.911428215738923,12.0,False
Abrocitinib,Infec,5.357891004762515,4.402736811937855,3.077188136740634,9.328970067238592,16.0,True
Abrocitinib,Musc,0.5002610241244896,0.5139525029155995,0.12270766991093522,2.039490216379546,2.0,False
Abrocitinib,Nerv,0.31811466212785894,0.35547824228523656,0.11609399457038197,0.8716810773478144,4.0,False
Abrocitinib,Preg,1.6010048370068728,1.592771894034176,0.22246615286802765,11.521826826573324,1.0,False
Abrocitinib,Psych,0.6785197906661673,0.7005389830862928,0.27361195371322333,1.6826352068236023,5.0,False
Abrocitinib,Resp,1.3993428117971074,1.3665201149370712,0.6069910948934034,3.226011586334914,6.0,False
Abrocitinib,Skin,1.683413731877955,1.533624420781417,0.9668501718062872,2.9310454456257196,16.0,False
Abrocitinib,Vasc,0.4093090756385554,0.41740073213665735,0.05687714536155388,2.945540222441143,1.0,False
Acalabrutinib,Blood,5.40345009740908,4.780629612167598,4.08270881133606,7.151446332425417,57.0,True
Acalabrutinib,Card,1.720105543376009,1.6772208460037408,1.1385693600035238,2.598667401644919,24.0,False
Acalabrutinib,Ear,1.2173316689723082,1.215174530818737,0.45459921154269656,3.2597865430827384,4.0,False
Acalabrutinib,Eye,0.30811416982159506,0.31498152297473064,0.11507035433388009,0.825011291521671,4.0,False
Acalabrutinib,Gastr,0.7922890317445469,0.8196058588352143,0.5934855922445266,1.0576868554613186,53.0,False
Acalabrutinib,Hepat,0.9027085500901216,0.9041570580292265,0.40308514908174137,2.0216143617847853,6.0,False
Acalabrutinib,Immun,0.13158396130371852,0.13373883981164975,0.018489193508972584,0.9364572264320802,1.0,False
Acalabrutinib,Infec,1.590603867566828,1.5451728008309185,1.1025953843065013,2.2946048020234158,31.0,False
Acalabrutinib,Metab,0.7958776573045305,0.8004362207890446,0.411022375768366,1.5410870131155971,9.0,False
Acalabrutinib,Musc,1.689275737047375,1.6294130799837072,1.194295695804612,2.3894019929917025,35.0,False
Acalabrutinib,Neopl,7.055407540651502,6.544529485112666,4.9646021787246415,10.026740063484759,34.0,True
Acalabrutinib,Nerv,1.0360142926122462,1.030294901229656,0.7931287961353856,1.3532803495810009,64.0,False
Acalabrutinib,Prod,0.28786152949842436,0.2896286224773365,0.04044711092815945,2.0487065272066642,1.0,False
Acalabrutinib,Psych,0.06919781028123068,0.0761268588399312,0.02222280693115294,0.2154694932351091,3.0,False
Acalabrutinib,Renal,0.5403236567856995,0.5460268372226015,0.22365396828439138,1.3053631747371293,5.0,False
Acalabrutinib,Repro,0.25562993635882403,0.2593240805952567,0.06370856115243256,1.0257124502696655,2.0,False
Acalabrutinib,Resp,0.5208171291642693,0.5362746411267122,0.2996998024088891,0.9050739434950853,13.0,False
Acalabrutinib,Skin,0.5525291257802312,0.5902810109501372,0.3888545982501378,0.7850966304867616,34.0,False
Acalabrutinib,Vasc,1.7839876415142926,1.739243929963849,1.1710682793936118,2.71769969443943,23.0,False
Acamprosate,Blood,0.06688162104167368,0.06878206580533625,0.009401892679251204,0.4757713564454664,1.0,False
Acamprosate,Card,0.7386247072893513,0.7455450307216087,0.42572720246773404,1.2814930665832387,13.0,False
Acamprosate,Cong,0.3722021683185778,0.37348077897373333,0.05231917380390668,2.6478715933145436,1.0,False
Acamprosate,Ear,0.9973251863123673,0.99734697705524,0.372769401863898,2.6682917704070523,4.0,False
Acamprosate,Endo,1.141700590562468,1.1411233987475493,0.2846759223624064,4.578821516318103,2.0,False
Acamprosate,Eye,0.44450699656564246,0.4524264487530977,0.21077313907475784,0.937436671784479,7.0,False
Acamprosate,Gastr,0.988177578894742,0.9900556824511781,0.7757735199355802,1.258737121513714,78.0,False
Acamprosate,Hepat,1.6246669474294626,1.608127904014833,0.9363783424057145,2.818884814538038,13.0,False
Acamprosate,Immun,0.5442347751841058,0.5488759689195019,0.22549426935430364,1.313521143432292,5.0,False
Acamprosate,Infec,0.5190068133374842,0.5317418671595059,0.29914773410712775,0.9004516550817893,13.0,False
Acamprosate,Metab,0.7984513018069858,0.8029666494243445,0.4391887385160502,1.451595693257904,11.0,False
Acamprosate,Musc,0.9930053313838508,0.9933757211680053,0.6689491608680894,1.474042641562104,26.0,False
Acamprosate,Neopl,0.7869997999838284,0.7891688447905104,0.3260727669841034,1.8994799562785358,5.0,False
Acamprosate,Nerv,0.882146532681917,0.8984683978094723,0.6828370452200233,1.1396313521214758,68.0,False
Acamprosate,Preg,0.4714017196869948,0.4735548695049703,0.1175521888082813,1.8903908432218077,2.0,False
Acamprosate,Prod,0.2361552077270118,0.23771089976830093,0.03319642560578432,1.6799785253648076,1.0,False
Acamprosate,Psych,2.156741399551562,1.9376437413880279,1.7208450811040907,2.703051840991529,93.0,True
Acamprosate,Renal,0.7123904121727337,0.7170765154367216,0.3542116274308888,1.4327595709846004,8.0,False
Acamprosate,Repro,0.9571342356702154,0.9579199625112909,0.4949586506478252,1.8508736919598534,9.0,False
Acamprosate,Resp,0.7678980674290672,0.7787704593824918,0.5052295060915252,1.1671278792147082,23.0,False
Acamprosate,Skin,1.4955887116441609,1.396672838444308,1.1986396212980912,1.8661035015470857,98.0,False
Acamprosate,Vasc,0.612649205894956,0.6205382241048346,0.32751571839021126,1.1460184302865455,10.0,False
Acarbose,Blood,0.10210085469612996,0.10488936135856433,0.014337755610299888,0.7270722707947038,1.0,False
Acarbose,Card,0.6035258417350283,0.6121448451755711,0.28536277762683887,1.2764224005356637,7.0,False
Acarbose,Ear,0.37823744802392734,0.3801683876263375,0.05311297381258373,2.6935710207542165,1.0,False
Acarbose,Endo,1.74478460864486,1.740158617286817,0.43440220597910295,7.007960108541536,2.0,False
Acarbose,Eye,0.4847930641447885,0.4927931718444035,0.20039051809845285,1.172831515548178,5.0,False
Acarbose,Gastr,7.933679041784627,3.75624508493302,6.346468154580398,9.917841168496997,194.0,True
Acarbose,Hepat,2.312535325534142,2.2636209655763477,1.299017716392794,4.116818088280974,12.0,True
Acarbose,Immun,0.33062365150357353,0.33478126857497986,0.08232670276990545,1.3277830309695764,2.0,False
Acarbose,Infec,0.30100238275858754,0.3118563830263113,0.12442145732415653,0.7281897863509168,5.0,False
Acarbose,Metab,1.3488221799867508,1.3358225956394185,0.7576984621270411,2.4011151720130726,12.0,False
Acarbose,Musc,0.3946233867813844,0.40778374793831085,0.18659011364518208,0.8345973661334506,7.0,False
Acarbose,Nerv,0.26809433672204946,0.30218932103623963,0.15965917920550668,0.4501750149292805,15.0,False
Acarbose,Preg,0.35906628440186855,0.3610567617795025,0.05042104143719974,2.557039539826766,1.0,False
Acarbose,Psych,0.2350812271671669,0.2540854202810261,0.11653381231384607,0.4742244527072335,8.0,False
Acarbose,Renal,0.5410118477953259,0.5467135639717814,0.20179661681334493,1.4504396757337352,4.0,False
Acarbose,Repro,0.3203472948533577,0.3245687402269394,0.07976792155811115,1.2865120127907985,2.0,False
Acarbose,Resp,0.29666332939646595,0.3097689816437368,0.1322710119365983,0.665369756532759,6.0,False
Acarbose,Skin,0.7548474014220885,0.7822557664804886,0.5337245293465208,1.067581810660496,36.0,False
Acarbose,Vasc,0.18417173247452806,0.189238988794562,0.045860167465075284,0.7396228343147733,2.0,False
Acebutolol,Blood,0.24009223645863836,0.2456188383753028,0.08978443519321254,0.6420297892798734,4.0,False
Acebutolol,Card,1.3477461466514153,1.331307237900621,0.9089781506947385,1.998309502187083,26.0,False
Acebutolol,Cong,0.33219408148986673,0.33340827406897605,0.04670540270598448,2.3627439521628713,1.0,False
Acebutolol,Ear,2.020468166068442,2.0037695960782314,1.0454358141284161,3.9048706337838586,9.0,True
Acebutolol,Eye,4.63345953632247,4.15780665156753,3.616197098886454,5.936885265835936,72.0,True
Acebutolol,Gastr,0.7134444412681169,0.7478311083159429,0.5516413715898308,0.9227063033895166,66.0,False
Acebutolol,Hepat,0.10877560152320294,0.11039600952043348,0.015294260092251016,0.7736321610438341,1.0,False
Acebutolol,Immun,0.29010532684084683,0.2939774796035332,0.09327012736926084,0.9023371473294637,3.0,False
Acebutolol,Infec,0.9852853503076585,0.9860077058380098,0.6691921875168158,1.4506852286085468,27.0,False
Acebutolol,Metab,0.5142291153893455,0.5212948737109551,0.25584366390278274,1.0335670584149752,8.0,False
Acebutolol,Musc,0.7049617891212341,0.7162268844456962,0.45577228324373814,1.0903934758473255,21.0,False
Acebutolol,Nerv,0.6468574054256421,0.6840978972171199,0.49274686237726206,0.8491672599096834,58.0,False
Acebutolol,Psych,0.570008498700561,0.595026186048892,0.3988565101315233,0.8146029470190377,32.0,False
Acebutolol,Renal,0.23586170150630018,0.24002972858899307,0.07583109452049121,0.7336138636692684,3.0,False
Acebutolol,Repro,1.143390039015471,1.1402615290733153,0.645225398579085,2.0261768743121786,12.0,False
Acebutolol,Resp,0.6510221684553025,0.6649812817170905,0.42497069660242465,0.997315502477462,22.0,False
Acebutolol,Skin,2.526614255544643,2.074181303446867,2.103975865882087,3.0341505812116463,163.0,True
Acebutolol,Vasc,1.2280134656602366,1.2188929270338273,0.8015951246710978,1.8812702640396162,22.0,False
Aceclofenac,Blood,0.4699118369624893,0.4774042491608993,0.17512793484463995,1.2608904154174667,4.0,False
Aceclofenac,Card,0.2909764107587336,0.2984925618814326,0.09327658337432279,0.9077012531458404,3.0,False
Aceclofenac,Ear,1.7410030133290588,1.7305294725046199,0.6487947539127208,4.67188039690688,4.0,False
Aceclofenac,Eye,1.599860489631407,1.570185412405825,0.934799808227305,2.738076713063752,14.0,False
Aceclofenac,Gastr,2.361548210977869,1.938169261981217,1.8360003746701063,3.037532034150503,88.0,True
Aceclofenac,Hepat,0.8563323125481429,0.8583629512400419,0.3191331213650616,2.297802955636217,4.0,False
Aceclofenac,Immun,0.9515161016317422,0.9523727076099799,0.3929258078213461,2.304208259275562,5.0,False
Aceclofenac,Infec,0.0676709394704346,0.07096538844757087,0.009498901021635097,0.4820932483011551,1.0,False
Aceclofenac,Metab,0.3732893009254811,0.37993287724075875,0.11966249219884866,1.1644827015125054,3.0,False
Aceclofenac,Musc,0.1263887819985134,0.13256271286778185,0.03145313433795733,0.5078706638082277,2.0,False
Aceclofenac,Nerv,0.8511234611813849,0.8711139504927186,0.6047505342148829,1.197867724273856,38.0,False
Aceclofenac,Psych,0.6641064412532371,0.6866575989076135,0.4169091958186624,1.057873920118259,19.0,False
Aceclofenac,Renal,1.2513276651406147,1.2442229961613747,0.6195151864213853,2.527494014458612,8.0,False
Aceclofenac,Repro,0.9219394439341643,0.9233186057021119,0.3807127797504116,2.232581577216458,5.0,False
Aceclofenac,Resp,1.061383382706722,1.0574791392836795,0.6584511207489019,1.710885819139739,18.0,False
Aceclofenac,Skin,1.6479527565098802,1.5082880280748883,1.2413142414990121,2.18780079765215,61.0,False
Aceclofenac,Vasc,0.6383289753044008,0.6459969122237421,0.28430178636950876,1.4332090062339007,6.0,False
Acemetacin,Blood,0.5462688844445696,0.553707099453675,0.2437808372467154,1.224090037111131,6.0,False
Acemetacin,Card,0.606893337985383,0.6154858333299649,0.3011640683039037,1.2229862804196494,8.0,False
Acemetacin,Ear,1.681952541590492,1.672636250038709,0.6957640686486749,4.06598224834631,5.0,False
Acemetacin,Eye,1.7769710180863731,1.7345135854040579,1.1321221489718012,2.789121299310938,20.0,False
Acemetacin,Gastr,2.5846069374684917,2.060734152130548,2.07874570881303,3.2135691214605875,121.0,True
Acemetacin,Hepat,0.3281538556144183,0.3318251460208968,0.08175405528138932,1.317181790970095,2.0,False
Acemetacin,Immun,0.290652721665892,0.2945289363015975,0.07241155849949471,1.1666508270551859,2.0,False
Acemetacin,Infec,0.4264511097041196,0.43898769747014976,0.21162356915899277,0.8593586701642065,8.0,False
Acemetacin,Metab,0.67935559350468,0.6854881367983063,0.32153529785847373,1.4353759151794256,7.0,False
Acemetacin,Musc,0.09756579504340641,0.10249712949672111,0.024307476526741454,0.39161137734637835,2.0,False
Acemetacin,Neopl,0.20956274864952434,0.21172241327070052,0.029438639490221102,1.4917994303416051,1.0,False
Acemetacin,Nerv,1.2522516056531745,1.2053851871165193,0.9622401941921926,1.6296701107745901,68.0,False
Acemetacin,Psych,0.8239026841385059,0.838336890356661,0.5671075526872175,1.1969786501944695,30.0,False
Acemetacin,Renal,1.0843783105768967,1.0823034340873006,0.5595820807341346,2.1013473464106154,9.0,False
Acemetacin,Repro,0.42360121540349066,0.4283257956051014,0.13597648474493504,1.3196251545103894,3.0,False
Acemetacin,Resp,0.855572840765906,0.8630704255348892,0.5391206218658805,1.3577757113478521,19.0,False
Acemetacin,Skin,0.9488925107815034,0.9558744082157244,0.7041303044334245,1.2787363238708014,50.0,False
Acemetacin,Vasc,0.4081451444572418,0.4162305933034544,0.16884924661368952,0.9865750797523372,5.0,False
Acepifylline,Gastr,1.7441031597345824,1.558077369800937,0.5624959718289988,5.407853538764369,4.0,False
Acepifylline,Immun,3.527030003371165,3.3690906281604676,0.46587176451698636,26.70249968374467,1.0,False
Acepifylline,Nerv,0.3658386302777853,0.4054737158854237,0.04832311441116775,2.7696456454511,1.0,False
Acepifylline,Psych,1.318283053372987,1.2784976717013639,0.2996030974521174,5.800574905899136,2.0,False
Acepifylline,Resp,1.0417209071269309,1.0391133504314976,0.1375989162128336,7.886562468753971,1.0,False
Acepifylline,Skin,4.664445326108872,3.0612504959362403,1.7370966906228875,12.524950578575606,7.0,True
Acetazolamide,Blood,0.8736382545417326,0.8769189086315177,0.6041419637024902,1.2633517379279164,29.0,False
Acetazolamide,Card,0.5962660187016353,0.6049406969032116,0.39789060820480276,0.8935450038953882,24.0,False
Acetazolamide,Cong,2.316582731835849,2.3000812472828485,1.3670659583333866,3.9256010441387224,14.0,True
Acetazolamide,Ear,3.8169197623905675,3.731176457179037,2.7122565726048116,5.37149642098053,34.0,True
Acetazolamide,Endo,0.2500357962402644,0.25070720555428383,0.03518469985682674,1.7768490183488928,1.0,False
Acetazolamide,Eye,2.1504187409606454,2.0752347050697533,1.6959898114211287,2.7266088099903767,73.0,True
Acetazolamide,Gastr,0.6651457399352778,0.7029180199425786,0.5525782694822556,0.800644686532059,126.0,False
Acetazolamide,Hepat,0.4850557095500283,0.4892047682913442,0.25169221180110135,0.9347887234310199,9.0,False
Acetazolamide,Immun,0.3335277532921894,0.3377043922599197,0.1586220457942878,0.7012944616815773,7.0,False
Acetazolamide,Infec,0.1549621786372337,0.16177089877354964,0.08041284080765387,0.2986249032718203,9.0,False
Acetazolamide,Metab,2.6176224203980145,2.5046640060819487,2.0793018542597106,3.2953114150950658,78.0,True
Acetazolamide,Musc,0.6937606515230497,0.7052754703556656,0.5096832969757998,0.9443194321993624,42.0,False
Acetazolamide,Neopl,0.2059366515669097,0.20806931946780433,0.06631286380357139,0.6395426471734843,3.0,False
Acetazolamide,Nerv,1.9250369659973838,1.684875175362432,1.6839425432637194,2.2006495027283477,290.0,False
Acetazolamide,Preg,0.41415504914372836,0.41625297197580097,0.15514890189107428,1.1055470109074093,4.0,False
Acetazolamide,Prod,0.7297636779915261,0.7314571912001737,0.34704388944730935,1.5345466147346645,7.0,False
Acetazolamide,Psych,0.9877247096946593,0.9889115775129018,0.8099075436485937,1.204582065931092,108.0,False
Acetazolamide,Renal,4.142339557380685,3.8666463822479122,3.366233702314469,5.097381384080102,98.0,True
Acetazolamide,Repro,0.4629390436634901,0.4677471095214714,0.24837190328260594,0.8628695730700856,10.0,False
Acetazolamide,Resp,0.6862651122549669,0.6994661325987597,0.5124015465762097,0.919122526942405,47.0,False
Acetazolamide,Skin,0.5127419736952717,0.5511293562510605,0.41242531404637506,0.6374592505235033,88.0,False
Acetazolamide,Vasc,0.4281605148144173,0.43635159069890195,0.26136018498991764,0.7014129809145137,16.0,False
Acetic Acid,Blood,0.2719791836869222,0.27797112456192696,0.10166053918352141,0.7276439506726038,4.0,False
Acetic Acid,Card,0.2253588838193274,0.2317345308660819,0.08423516082073351,0.6029148163481938,4.0,False
Acetic Acid,Ear,68.31529726581998,44.21475873855109,56.721236235768096,82.27923349763633,174.0,True
Acetic Acid,Endo,0.575492072055365,0.5763655451581318,0.08089007329325372,4.09433582533543,1.0,False
Acetic Acid,Eye,2.094689221715247,2.0248633660091304,1.4557367513500852,3.0140909278416905,31.0,True
Acetic Acid,Gastr,0.3687430209566624,0.41030726649038,0.25764898810336984,0.5277389851408743,32.0,False
Acetic Acid,Immun,0.8854120033496878,0.8872982255167715,0.44020946498458585,1.7808667873671415,8.0,False
Acetic Acid,Infec,0.40090375175420445,0.41323083505144304,0.2143073488043784,0.7499687671340981,10.0,False
Acetic Acid,Metab,0.143953576434054,0.14747640122239122,0.035897934909304874,0.5772653000934503,2.0,False
Acetic Acid,Musc,0.22195778679869538,0.23156324622093366,0.099217592725992,0.4965375370135252,6.0,False
Acetic Acid,Neopl,0.1577041768766764,0.15943729585429642,0.022168433332276645,1.121892874952922,1.0,False
Acetic Acid,Nerv,0.9543572300918275,0.9611191219300753,0.7430356988904594,1.2257792243207117,72.0,False
Acetic Acid,Prod,0.9604426541392884,0.9607682290023396,0.35897058721410696,2.5697093988926962,4.0,False
