Drug,SOC_ABBREV,ROR,PRR,CI_lower,CI_upper,event_count,signal_detected
Basiliximab,Infec,8.415361679397575,6.147133400993611,6.447039187103655,10.984625676967298,78.0,True
Basiliximab,Metab,0.4147708713613219,0.4216559199335417,0.13287089702922564,1.29475212086504,3.0,False
Basiliximab,Musc,0.21140463787936686,0.22068223037490373,0.0677238033667123,0.6599145159480704,3.0,False
Basiliximab,Neopl,4.110796055626439,3.952206452790581,2.3525216434776226,7.183204565962426,13.0,True
Basiliximab,Nerv,0.24736964397362504,0.2798360514884883,0.13519758765482692,0.45260970865742584,11.0,False
Basiliximab,Preg,0.9112186701838086,0.91191499433923,0.22663003984569818,3.6637661338138336,2.0,False
Basiliximab,Renal,3.267568234488803,3.107504594407241,2.0233852025675216,5.276801546977792,18.0,True
Basiliximab,Repro,0.20179483638191592,0.20492505270983,0.0283145360829571,1.4381713997042966,1.0,False
Basiliximab,Resp,1.2580440529679964,1.2388172411782241,0.7882995342506869,2.007707439168468,19.0,False
Basiliximab,Skin,0.21938369209821673,0.24693485590651493,0.11280212626479097,0.42666930094621613,9.0,False
Basiliximab,Vasc,3.3468041360687373,3.1075221457244737,2.2307134296507938,5.021307433003745,26.0,True
Bazedoxifene,Immun,8.817608720080907,7.700807474355064,1.0615052788364625,73.2452537830716,1.0,False
Bazedoxifene,Psych,3.691207900863944,2.92229135775996,0.7161214960248873,19.026123141158855,2.0,False
Bazedoxifene,Repro,8.543548679957874,7.46589886853532,1.028513279580613,70.96867439239415,1.0,False
Bazedoxifene,Skin,0.9995079620683486,0.9995782532014416,0.12032760568251823,8.302468586251985,1.0,False
Bazedoxifene,Vasc,11.788591610132885,8.706136864380634,2.287050997127356,60.764229711121196,2.0,False
Becaplermin,Skin,inf,6.997065275735723,,inf,1.0,False
Beclometasone,Blood,0.0728064787535337,0.074868355731961,0.04641336055456051,0.11420813501012282,19.0,False
Beclometasone,Card,1.1434330963642703,1.1376413807456287,1.0264409392666012,1.2737598393097576,345.0,False
Beclometasone,Cong,0.5558753481027755,0.5572268510228748,0.3781103453323832,0.8172148856618916,26.0,False
Beclometasone,Ear,0.9450864106355298,0.9455106026882049,0.7414966276120705,1.2045750315067374,66.0,False
Beclometasone,Endo,1.8805942234715654,1.8747194726829557,1.4480827704888133,2.4422876270814253,57.0,False
Beclometasone,Eye,1.200769020614631,1.1932260833935058,1.073811825907313,1.3427364144081186,321.0,False
Beclometasone,Gastr,0.7323764104207674,0.7652655453760804,0.6865072814853278,0.7813102948890891,1050.0,False
Beclometasone,Hepat,0.020905675951816735,0.021249459071215674,0.006740753791593569,0.06483655990334682,3.0,False
Beclometasone,Immun,0.6447378294706179,0.6490206014233947,0.5307641422950591,0.783185666900982,103.0,False
Beclometasone,Infec,0.9125557941779003,0.916547278291971,0.8242616114290693,1.0103079725426716,390.0,False
Beclometasone,Metab,0.23748328174948316,0.242659542243225,0.18341368772417008,0.30749236771968724,58.0,False
Beclometasone,Musc,1.0245941493941229,1.0232527550100332,0.9330922262462497,1.1250690354541848,466.0,False
Beclometasone,Neopl,0.13412083061298902,0.13564098364913194,0.08081012687692361,0.2226007791290192,15.0,False
Beclometasone,Nerv,1.0545400045865794,1.0457500249147955,0.9953386124667006,1.117262615299843,1377.0,False
Beclometasone,Preg,0.2968264270678045,0.2986370331778827,0.19529484833233768,0.4511431231196985,22.0,False
Beclometasone,Prod,4.498632818174201,4.369235817876559,4.017133426460665,5.037845419683899,316.0,True
Beclometasone,Psych,0.7566375149239783,0.7750947820505306,0.6983200406083628,0.8198251456332005,648.0,False
Beclometasone,Renal,0.2474272559910603,0.25174327477107417,0.1868267504572464,0.32768458937188116,49.0,False
Beclometasone,Repro,0.18611413387946732,0.18906713737311628,0.13078729423122679,0.2648458402118546,31.0,False
Beclometasone,Resp,5.5657137936074434,4.377794579751012,5.301542779860724,5.843048206651641,2223.0,True
Beclometasone,Skin,0.6764567195509422,0.7092881830515665,0.6305244016975003,0.7257351058796242,867.0,False
Beclometasone,Vasc,0.3199947581602811,0.32731691198158896,0.2605327152500115,0.3930279740561384,92.0,False
Bedaquiline,Blood,1.0926157514986785,1.0896281466116244,0.14899563229961615,8.012377020706111,1.0,False
Bedaquiline,Card,1.8731328569803365,1.816801704917089,0.44694166874843305,7.850301158369269,2.0,False
Bedaquiline,Cong,6.08047462465907,5.916588346444262,0.829120102662188,44.59205794481452,1.0,False
Bedaquiline,Endo,9.30556009811938,9.037638804631657,1.2688362998669738,68.24635199102525,1.0,False
Bedaquiline,Gastr,1.5260930665627301,1.407297857984049,0.6575474555514393,3.54188892094138,7.0,False
Bedaquiline,Immun,1.763503764467918,1.7388746107754043,0.24047999831731637,12.932241970448224,1.0,False
Bedaquiline,Infec,2.044891242711431,1.9437727353522605,0.6216638989717341,6.726432404124581,3.0,False
Bedaquiline,Metab,1.1614343141503654,1.156226755629386,0.15838001264307885,8.51704481881715,1.0,False
Bedaquiline,Musc,0.5919816043048429,0.6051434880369447,0.08072664600302767,4.341097236000517,1.0,False
Bedaquiline,Neopl,5.2761194611922715,5.000240786276642,1.2588816813337478,22.112829967689162,2.0,False
Bedaquiline,Nerv,0.587954354710822,0.627829739738807,0.17874461970414438,1.9339900904183913,3.0,False
Bedaquiline,Preg,7.95034629870792,7.501936860081603,1.8969108881414423,33.32154750364089,2.0,False
Bedaquiline,Psych,0.30759579316040314,0.329931412735874,0.041946001628218495,2.255642213734304,1.0,False
Bedaquiline,Renal,1.4337786341254548,1.4197857749601177,0.1955178439277046,10.51423813999701,1.0,False
Bedaquiline,Repro,1.7086923048988634,1.6858312628053516,0.23300579355968667,12.530286686080618,1.0,False
Bedaquiline,Skin,0.4135860807515266,0.4514192368320732,0.0986854858388979,1.7333191880987404,2.0,False
Bedaquiline,Vasc,0.9823595672150586,0.9829286134339277,0.13396061612232954,7.203836076849,1.0,False
Belantamab Mafodotin,Eye,120.66845829946647,25.307655592079133,65.63065634618825,221.86090523861964,51.0,True
Belantamab Mafodotin,Hepat,0.9480969984590787,0.9489079828581558,0.1314908769648808,6.8361238379084925,1.0,False
Belantamab Mafodotin,Infec,0.3029371246946781,0.3138287321213238,0.04201481917733837,2.184250779015078,1.0,False
Belantamab Mafodotin,Musc,0.28189190517904067,0.2931123441606182,0.039096046027845985,2.0325085086321013,1.0,False
Belantamab Mafodotin,Neopl,3.762549358851431,3.6330548576552704,1.180506457154669,11.992122187891175,3.0,True
Belantamab Mafodotin,Nerv,0.17701507000405461,0.20273334906642793,0.0432988008351735,0.7236767394048961,2.0,False
Belantamab Mafodotin,Psych,0.14647195355660347,0.15980832928228156,0.020314502890135585,1.0560944215428263,1.0,False
Belantamab Mafodotin,Renal,0.6827421184701669,0.6876992728690705,0.09468964484190001,4.922785391279308,1.0,False
Belantamab Mafodotin,Resp,0.5040514880425313,0.5195498790412023,0.1232928960176445,2.0606856583329045,2.0,False
Belantamab Mafodotin,Vasc,0.4677836155953414,0.47609949660166423,0.06487736175103544,3.3728484807870256,1.0,False
Belatacept,Gastr,0.4549785831253216,0.4985802964752959,0.10726635744985244,1.9298269841921425,2.0,False
Belatacept,Immun,4.600561678076771,4.312516743830629,1.0846060011916405,19.51415327827312,2.0,False
Belatacept,Infec,8.981902536659716,6.427693724928607,3.876173717299327,20.812940559914633,8.0,True
Belatacept,Nerv,1.0452586198568827,1.0380172406797816,0.3587932116538486,3.0451121896898803,4.0,False
Belatacept,Psych,1.7577200429518514,1.6364848360795552,0.6033495209692852,5.120713022911208,4.0,False
Belatacept,Resp,1.358770997133275,1.330069317362613,0.32034383937781197,5.763365470790548,2.0,False
Belatacept,Skin,0.24987480260138312,0.27987981049732785,0.033802680746093876,1.847114358889871,1.0,False
Belatacept,Vasc,2.562717421684005,2.437700027949285,0.6041816126269377,10.870109990351434,2.0,False
Belimumab,Blood,0.9736157194340658,0.9743768044503909,0.30880278071820133,3.0696859883335925,3.0,False
Belimumab,Card,1.0864092237968324,1.083085792112339,0.39989500539675576,2.951487229453682,4.0,False
Belimumab,Eye,0.6026961789731045,0.6103366370697755,0.14870189466752975,2.442757605482597,2.0,False
Belimumab,Gastr,0.8818413965772265,0.8988835028401265,0.5102725240461846,1.5239782901712515,15.0,False
Belimumab,Immun,0.5136259446627034,0.518302618271716,0.07166348567044942,3.6812556431292562,1.0,False
Belimumab,Infec,2.48955054318241,2.3176793266613624,1.364108675947756,4.543525025785559,12.0,True
Belimumab,Musc,1.4799920218382623,1.4430695586199347,0.7194661672522518,3.044446680613601,8.0,False
Belimumab,Neopl,0.7427074667058178,0.7451814333721082,0.10362501332564868,5.323177902685402,1.0,False
Belimumab,Nerv,0.39600130926697336,0.43665506729708087,0.1838893955450785,0.8527791201679984,7.0,False
Belimumab,Preg,1.1191344218716759,1.1179888985844484,0.15614289133171522,8.021254400607186,1.0,False
Belimumab,Prod,2.2694229310122687,2.245010951569725,0.5599024700948328,9.198531378030879,2.0,False
Belimumab,Psych,1.5553100768154982,1.4752172772748013,0.899966201825624,2.6878669778229405,15.0,False
Belimumab,Renal,5.611422419984486,5.079335217678585,3.0745896878698935,10.241386582324681,12.0,True
Belimumab,Resp,1.8482786791460613,1.7585568957748432,0.9893540568819119,3.452893382326985,11.0,False
Belimumab,Skin,0.4997423068881855,0.5382236678967866,0.2429420758851918,1.0279914353409378,8.0,False
Belimumab,Vasc,0.5778479748227263,0.5859662829992124,0.14257125551656932,2.342044900964768,2.0,False
Belumosudil,Card,6.790100265339189,5.632080212271351,0.758895205795575,60.753396860671245,1.0,False
Belumosudil,Musc,4.439912870729571,3.7519302965836565,0.49622833414291234,39.72531381892607,1.0,False
Belumosudil,Nerv,3.6584178367310507,2.5950507020386304,0.6112802900479998,21.895063992756825,2.0,False
Belumosudil,Resp,3.906472463868575,3.32517797109486,0.4366085294265796,34.95242553095755,1.0,False
Bemiparin,Nerv,inf,6.487620026507263,,inf,1.0,False
Bempedoic Acid,Blood,0.24061050304527884,0.24614541191521122,0.09982285544568924,0.5799615119926146,5.0,False
Bempedoic Acid,Card,0.19936657737474864,0.20520209794781896,0.08271227755215643,0.4805457345683424,5.0,False
Bempedoic Acid,Ear,0.8914877836726344,0.8922786890394518,0.3698245689909947,2.1489931580421797,5.0,False
Bempedoic Acid,Eye,0.5936812758938312,0.6013811934060473,0.34290842087376167,1.027847191529546,13.0,False
Bempedoic Acid,Gastr,1.3902737463091648,1.308350394314238,1.156865417703516,1.67077437020585,144.0,False
Bempedoic Acid,Hepat,0.262302063438465,0.26552814770914224,0.08438284460792139,0.815359719191284,3.0,False
Bempedoic Acid,Immun,0.15465381100073416,0.1571183771494201,0.03859811442131522,0.6196624269252532,2.0,False
Bempedoic Acid,Infec,0.282268397038759,0.29273095684868966,0.15117790300626818,0.5270310434424201,10.0,False
Bempedoic Acid,Metab,2.0438525883838383,1.986029850251789,1.473443757035644,2.8350816806523422,38.0,True
Bempedoic Acid,Musc,7.738965418081769,5.69566395020858,6.5755855331156114,9.108175300989199,208.0,True
Bempedoic Acid,Neopl,0.2236332367524405,0.22589669670359963,0.05581306863500549,0.8960593961860414,2.0,False
Bempedoic Acid,Nerv,1.1168124426381367,1.0970599013174023,0.9146680335401125,1.363631379139766,116.0,False
Bempedoic Acid,Prod,0.16891468742739274,0.17012618205213417,0.02375791099997773,1.2009545632492915,1.0,False
Bempedoic Acid,Psych,0.33448037423665394,0.3577638596861004,0.22257962172706391,0.5026386507506977,24.0,False
Bempedoic Acid,Renal,1.5596345071987983,1.540055457384263,1.037788383026055,2.343888056399807,24.0,False
Bempedoic Acid,Repro,0.0748124050216179,0.07616107498514323,0.010522668394555264,0.5318894158077431,1.0,False
Bempedoic Acid,Resp,0.5909203835935993,0.6058285328795469,0.396351562656332,0.8810029596103275,25.0,False
Bempedoic Acid,Skin,0.5123291587601755,0.5507172424729314,0.38802132855674176,0.676460667490152,54.0,False
Bempedoic Acid,Vasc,0.25998000851973363,0.26645248657932785,0.1163827467003031,0.5807527897925505,6.0,False
Bendamustine,Blood,3.0291738682990976,2.85757354117021,2.190878331508829,4.188226334808288,40.0,True
Bendamustine,Card,0.8895044211666301,0.8930085092903098,0.5318326003510068,1.4877202239065108,15.0,False
Bendamustine,Ear,0.7750149617186372,0.776441928134798,0.24903238731483784,2.4119280121118316,3.0,False
Bendamustine,Endo,0.5913457064852633,0.5922096690508336,0.08311380952316479,4.207360324172034,1.0,False
Bendamustine,Eye,0.4616803728633776,0.4696470481064143,0.21887132485372612,0.9738542352668481,7.0,False
Bendamustine,Gastr,0.5098212709738217,0.5533466549465479,0.3713754671468198,0.699878563154003,42.0,False
Bendamustine,Hepat,1.0276218306229,1.027154653783612,0.5108272833637649,2.067247896038411,8.0,False
Bendamustine,Immun,1.6138410102287097,1.5956723545348366,0.9481652968021074,2.746865778657165,14.0,False
Bendamustine,Infec,6.20647813194397,4.929625143983081,5.033129273499662,7.653364082086157,116.0,True
Bendamustine,Metab,0.8295661995648543,0.8335297763191601,0.4561845357456071,1.5085563528270098,11.0,False
Bendamustine,Musc,0.46223700422208325,0.47588004005577245,0.260585253320306,0.8199353008267739,12.0,False
Bendamustine,Neopl,8.451426484391213,7.711009899261431,6.251817537459704,11.424935099768119,47.0,True
Bendamustine,Nerv,0.2676444782295257,0.3017075257537338,0.17446097628095356,0.41059936871725233,22.0,False
Bendamustine,Psych,0.09857012198666677,0.1080989790481185,0.04083539863724361,0.23793251131886609,5.0,False
Bendamustine,Renal,1.0241267801972582,1.0235656922856942,0.5631686658011896,1.8623828448002897,11.0,False
Bendamustine,Resp,1.3261270891773091,1.3006160906581539,0.948005104134889,1.8550670760941965,37.0,False
Bendamustine,Skin,0.9724889378899715,0.9763276907425334,0.7497555831569481,1.2613907192744331,66.0,False
Bendamustine,Vasc,1.0318066835530322,1.0307307703673059,0.62672766448426,1.6987043855815698,16.0,False
Bendrofluazide,Blood,0.6645626043906369,0.6712323828109302,0.5386896909529101,0.8198476090626963,89.0,False
Bendrofluazide,Card,0.8185879411288568,0.8238973646570336,0.6878961125334571,0.9741096150314265,131.0,False
Bendrofluazide,Cong,0.2444890662351211,0.24550181547609284,0.10975851071282779,0.5446038135932484,6.0,False
Bendrofluazide,Ear,0.6541553622945653,0.6560097571348089,0.4378769705699517,0.9772590631147912,24.0,False
Bendrofluazide,Endo,2.1411099216670486,2.1324419732004083,1.5268913979754477,3.002408490046907,34.0,True
Bendrofluazide,Eye,0.5802942107617891,0.5880769588642851,0.4669646086294973,0.7211282500229641,83.0,False
Bendrofluazide,Gastr,0.7083830120046909,0.7431737786690107,0.6471247635984759,0.7754401004629085,534.0,False
Bendrofluazide,Hepat,0.6061544441898721,0.6101140174721454,0.45183037449048863,0.813188379876987,45.0,False
Bendrofluazide,Immun,0.29675495132952157,0.30068281688286425,0.20027580550901605,0.43971113193012357,25.0,False
Bendrofluazide,Infec,0.28523689657847373,0.29577629890774554,0.22367462164346974,0.3637430414408136,66.0,False
Bendrofluazide,Metab,10.5751250981829,8.36959471922254,9.860098855129914,11.342003004770524,1031.0,True
Bendrofluazide,Musc,0.9531122449589389,0.9555006292639795,0.8341150395079406,1.089085927555704,228.0,False
Bendrofluazide,Neopl,0.20533630433823022,0.2074667700102457,0.11650974206358923,0.3618838831200088,12.0,False
Bendrofluazide,Nerv,0.913736677783957,0.9260517499233787,0.840271271446191,0.9936252073579654,639.0,False
Bendrofluazide,Preg,0.2319085189221442,0.23345293879026324,0.12056730667758828,0.44607085146623526,9.0,False
Bendrofluazide,Prod,0.2587845065761291,0.2604404839966471,0.13912095400644078,0.4813755147247639,10.0,False
Bendrofluazide,Psych,0.7485758393372195,0.767449502872227,0.6697534034477909,0.8366747885934478,336.0,False
Bendrofluazide,Renal,1.9838286720528915,1.9405279016341204,1.7193612782274519,2.288975708535473,197.0,False
Bendrofluazide,Repro,0.7550191508440809,0.7585767369019751,0.5909172331634349,0.9646933379985763,65.0,False
Bendrofluazide,Resp,0.71900971420969,0.7313768023018907,0.6232532905808865,0.829478122203041,197.0,False
Bendrofluazide,Skin,0.7503990244890553,0.7781696424078333,0.6835976907287991,0.8237282009449057,498.0,False
Bendrofluazide,Vasc,1.5029507810881617,1.478567331692243,1.3110706031306725,1.7229133541547175,217.0,False
Benethamine Penicillin,Blood,1.2140220805544861,1.2063784348203974,0.2959862796458963,4.9794524727196325,2.0,False
Benethamine Penicillin,Card,1.0059308483691796,1.0057190323559948,0.24525309901435094,4.12592899240603,2.0,False
Benethamine Penicillin,Ear,2.207778154161698,2.1862106871230957,0.3055012983824177,15.955036537658659,1.0,False
Benethamine Penicillin,Eye,1.739918506145745,1.70028001474508,0.5436897015077373,5.5680959187441195,3.0,False
Benethamine Penicillin,Hepat,1.0860056993697544,1.0844698833095805,0.15027979063157199,7.848083725076801,1.0,False
Benethamine Penicillin,Immun,7.558831557078315,6.7389776124435254,3.423630311527563,16.688698635452248,7.0,True
Benethamine Penicillin,Musc,0.6577555303533951,0.6699785471264881,0.16036633251558874,2.697837700244346,2.0,False
Benethamine Penicillin,Nerv,1.0508192509734982,1.0426518713527575,0.5150007634615902,2.144115458770303,9.0,False
Benethamine Penicillin,Resp,1.8751335089421877,1.7813692044126674,0.8040018953482984,4.373280332672145,6.0,False
Benethamine Penicillin,Skin,3.079680347258985,2.374074515153258,1.7711453144299787,5.354970574137035,19.0,True
Benethamine Penicillin,Vasc,2.267048519627542,2.1765450539398605,0.8199268929986137,6.268252735984011,4.0,False
Benorylate,Blood,0.3762736982946999,0.3833541826277838,0.20766465667159026,0.6817813791601259,11.0,False
Benorylate,Card,0.16916346165909676,0.17430796034851415,0.07580625693243671,0.37749227990498624,6.0,False
Benorylate,Ear,54.47590627660756,38.08545822278666,47.486986833370764,62.49342319972759,297.0,True
Benorylate,Eye,0.8139755744019068,0.8187749661872032,0.5471415284408937,1.2109412305275022,25.0,False
Benorylate,Gastr,1.5826852973499932,1.447386853692874,1.3633727432106668,1.8372765356515441,225.0,False
Benorylate,Hepat,0.5598702704756116,0.5639581627002963,0.2903947084352428,1.079409199470086,9.0,False
Benorylate,Immun,0.054632264373655134,0.05560787607192792,0.007687457200820414,0.3882537791916967,1.0,False
Benorylate,Infec,0.1388246195213786,0.1450457007013067,0.06600218844560095,0.291994484412282,7.0,False
Benorylate,Metab,0.659396528553847,0.6657235280234349,0.4136142519664903,1.051230173529153,18.0,False
Benorylate,Musc,0.16643704829172143,0.17417911905062183,0.0863323413392435,0.3208680618912952,9.0,False
Benorylate,Neopl,0.07899888322400572,0.07994934877279415,0.01111604452440034,0.5614248428873359,1.0,False
Benorylate,Nerv,0.9971368611570638,0.9975771167686196,0.8374014786645065,1.1873419682323094,149.0,False
Benorylate,Psych,0.6415832149168975,0.6648858541947463,0.4969678207012542,0.8282810365513532,63.0,False
Benorylate,Renal,0.5392480125308998,0.5449539194964613,0.3051406058376942,0.9529653328839404,12.0,False
Benorylate,Repro,0.052934226436737106,0.053911590496141915,0.00744852658058918,0.3761861219315292,1.0,False
Benorylate,Resp,0.4477701618991091,0.46315737101027943,0.30541554281596117,0.6564764714936973,27.0,False
Benorylate,Skin,0.705447387262097,0.736452925445034,0.5745763200026455,0.8661269162513132,102.0,False
Benorylate,Vasc,0.18355642048910964,0.1886117986904155,0.08225590204057956,0.4096114523934462,6.0,False
Benperidol,Blood,1.425161253978537,1.4074462017294311,0.34594607987110454,5.871101648552961,2.0,False
Benperidol,Endo,5.939676961579852,5.836767024880271,0.8193857978209393,43.05635086883963,1.0,False
Benperidol,Eye,1.3364454848967253,1.3224269230260286,0.32441143644324477,5.505621360587626,2.0,False
Benperidol,Gastr,0.6084002935347662,0.6491919296248948,0.24098327385099977,1.536002525229425,5.0,False
Benperidol,Hepat,5.430466320289319,5.061260793598541,1.9511131947503249,15.114430333997259,4.0,True
Benperidol,Infec,0.8297974364155694,0.836889209898254,0.20142800642346756,3.418411360504976,2.0,False
Benperidol,Metab,0.7413356463500831,0.7467244870511229,0.102278272555529,5.373365494131883,1.0,False
Benperidol,Musc,0.7721505169749019,0.781644245434281,0.1874347265647169,3.1809282718949548,2.0,False
Benperidol,Nerv,2.2596498340692035,1.892251965799019,1.2126339234432706,4.210683268789361,14.0,True
Benperidol,Psych,1.8456213219616207,1.704684434968017,0.8638978772521237,3.9429638083081495,8.0,False
Benperidol,Repro,4.660346822183308,4.355317920334699,1.6744279192315603,12.970897256061887,4.0,True
Benperidol,Skin,0.2607368946955002,0.29153952408318773,0.0632926736521889,1.074116865864162,2.0,False
Benperidol,Vasc,0.6270334265414821,0.6348035634885345,0.08650876991801518,4.544867744310344,1.0,False
Benralizumab,Blood,0.11032750811639622,0.11331298627707946,0.0355137060242192,0.34274539071964083,3.0,False
Benralizumab,Card,0.7171256473464781,0.7244031754348798,0.47397069404120584,1.0850231892974294,23.0,False
Benralizumab,Ear,0.6828459890208622,0.6846197810285757,0.2834842931846176,1.644812978820728,5.0,False
Benralizumab,Endo,0.9398365002991711,0.9400383912377644,0.3024745853335695,2.92022103715093,3.0,False
Benralizumab,Eye,0.3476290767651074,0.35492629067153797,0.18638075971777415,0.648382242864291,10.0,False
Benralizumab,Gastr,0.29025270356056976,0.3275660401742759,0.2163746151222442,0.3893554328294174,47.0,False
Benralizumab,Hepat,0.20105107593712881,0.20373211259505788,0.06471579963168556,0.624600721393023,3.0,False
Benralizumab,Immun,0.9640799888562953,0.9647228525904109,0.5879493187297522,1.5808339176601232,16.0,False
Benralizumab,Infec,4.486343101303219,3.8233919522858284,3.7957893723163814,5.302526681117797,170.0,True
Benralizumab,Metab,0.19590705705746847,0.20040422116788534,0.08133745453605518,0.47185611135525957,5.0,False
Benralizumab,Musc,1.4390322866651406,1.4061294195437037,1.1218108123169925,1.8459564655003065,67.0,False
Benralizumab,Neopl,1.6615430234169322,1.6474833842167962,1.0545326863045454,2.617960784449494,19.0,False
Benralizumab,Nerv,0.9086072734767355,0.9215903565510696,0.7530341928493705,1.096320970885801,127.0,False
Benralizumab,Preg,0.12903980738300022,0.13001403578637494,0.018155543310554027,0.9171453370807269,1.0,False
Benralizumab,Prod,1.0450222046325566,1.0446193213696255,0.5209071394083602,2.096480016410314,8.0,False
Benralizumab,Psych,0.09380890713928092,0.10293163626203984,0.04864743190380227,0.18089569611953993,9.0,False
Benralizumab,Renal,0.43732863662394356,0.4429931134364542,0.22678060349079493,0.8433540323439538,9.0,False
Benralizumab,Repro,0.34626795568721913,0.3506554190718687,0.15513479747486872,0.7728858972161264,6.0,False
Benralizumab,Resp,5.483324241964186,4.319866496845963,4.721273565691191,6.368375889294683,232.0,True
Benralizumab,Skin,0.8941255382456621,0.9078631641556207,0.7356361829162074,1.0867606796798324,116.0,False
Benralizumab,Vasc,0.5028198270440163,0.5111617762546872,0.301814595896788,0.8376923512176144,15.0,False
Benserazide,Blood,0.759284928379167,0.7647350809441669,0.4758109304043943,1.2116443016005847,18.0,False
Benserazide,Card,0.5577629679231303,0.5666633358643001,0.3399778016187097,0.915058356472702,16.0,False
Benserazide,Cong,0.45994914973747425,0.4613077682287007,0.11481631740611847,1.8425361927951192,2.0,False
Benserazide,Endo,1.0573598763661856,1.0571434240025397,0.3402171416115206,3.2861657200850947,3.0,False
Benserazide,Eye,0.4709970949862082,0.47898204449585025,0.2663159681580685,0.8329889680283004,12.0,False
Benserazide,Gastr,0.9947592844877137,0.9955964805506827,0.8228167614571188,1.2026323240208792,127.0,False
Benserazide,Hepat,0.45413907920836977,0.4582587842709481,0.20339269657136452,1.0140103688131281,6.0,False
Benserazide,Immun,0.26746688249641154,0.2711525837165553,0.10013068990953757,0.7144516161526523,4.0,False
Benserazide,Infec,0.4420488701764089,0.45468172594599965,0.2770193450048711,0.7053919054671205,18.0,False
Benserazide,Metab,0.8991429417341181,0.9016802262187944,0.5767951035103762,1.4016381636217203,20.0,False
Benserazide,Musc,0.7934069433213345,0.8022423696446987,0.5626883395825508,1.1187268927191827,34.0,False
Benserazide,Neopl,1.172476459080046,1.1698730408297813,0.6629109532917234,2.0737340969714313,12.0,False
Benserazide,Nerv,1.7717783655136772,1.5834450285204025,1.5069684231496505,2.0831216688278125,194.0,False
Benserazide,Preg,0.29065064942917224,0.29243517609727493,0.07255743447094937,1.1642886856401033,2.0,False
Benserazide,Prod,1.1765288870282606,1.1747524957122528,0.586229025839911,2.3612277130576,8.0,False
Benserazide,Psych,2.605865164585881,2.2523728327588004,2.203256637248573,3.0820437080276855,175.0,True
Benserazide,Renal,0.5478548688133761,0.5535422289540883,0.2935978118563401,1.0222997078376899,10.0,False
Benserazide,Repro,0.5209869585790008,0.5258072155995894,0.2596114117852798,1.0455141749850752,8.0,False
Benserazide,Resp,0.7626765252436525,0.7737217687228787,0.5482867822786798,1.060896415814163,37.0,False
Benserazide,Skin,0.5160504158270167,0.5544011375916682,0.39894963920287974,0.6675229289775345,63.0,False
Benserazide,Vasc,0.996410566326589,0.9965279566102475,0.6740222410985625,1.4729988955098758,26.0,False
Benzalkonium,Card,0.05387803715344983,0.05575154599076974,0.007574349872472619,0.3832464747975653,1.0,False
Benzalkonium,Ear,0.7256018551756525,0.7272319431647081,0.2332081887614323,2.257631067890787,3.0,False
Benzalkonium,Endo,1.1099171327177122,1.1094818173406127,0.2767727011664266,4.451002704777385,2.0,False
Benzalkonium,Eye,1.6686832372707856,1.6342559814905075,1.1244413299834397,2.476344182750307,26.0,False
Benzalkonium,Gastr,0.34214294800690354,0.38252625218865793,0.2379015090544334,0.492059917299937,31.0,False
Benzalkonium,Immun,2.1821642716145764,2.1353458846199396,1.3951532531961488,3.413131064563911,20.0,True
Benzalkonium,Infec,0.4249257169819215,0.4374520875031073,0.23377999665759058,0.7723580611435406,11.0,False
Benzalkonium,Musc,0.28582322333125854,0.29713691484284255,0.14214266537808531,0.574738870825098,8.0,False
Benzalkonium,Nerv,0.3099189338183614,0.34681435715876585,0.21031068160286293,0.4567040761176552,27.0,False
Benzalkonium,Preg,0.4582784959896894,0.4604239276887402,0.11428868223643743,1.8376201018057903,2.0,False
Benzalkonium,Prod,2.338717554864022,2.3122082963518635,1.2503409406967838,4.374486688711544,10.0,True
Benzalkonium,Psych,0.2437863532028783,0.2632532391600319,0.14054596635077654,0.42286369044293914,13.0,False
Benzalkonium,Renal,0.2570096177417575,0.2614234219927966,0.08260737347757754,0.7996131680629405,3.0,False
Benzalkonium,Repro,1.2477801415793561,1.2418922966309358,0.7037329374193884,2.2124234904070343,12.0,False
Benzalkonium,Resp,0.5112197141267327,0.5267058221940045,0.31069731580850873,0.8411582038671128,16.0,False
Benzalkonium,Skin,10.206729044198159,4.409224418346645,8.519778500573079,12.22770260690121,318.0,True
Benzalkonium,Vasc,0.11715766331452046,0.12065406860832437,0.02921903921103768,0.4697593912716157,2.0,False
Benzbromarone,Card,1.2933429271396257,1.280009157724188,0.17396427273418308,9.615399190258055,1.0,False
Benzbromarone,Gastr,2.9899192373409536,2.266312241944243,1.2542808460016932,7.1272849890984,8.0,True
Benzbromarone,Hepat,2.844341635980872,2.760507925254469,0.38258019910445407,21.146623273008153,1.0,False
Benzbromarone,Musc,1.7759665245786243,1.7054241132532948,0.4150978409709643,7.5983461851937255,2.0,False
Benzbromarone,Nerv,1.2194701930627947,1.179566521596832,0.4127059448181913,3.603310227149073,4.0,False
Benzbromarone,Renal,4.301433185304805,4.001302895731641,1.005362878976684,18.40363100184699,2.0,False
Benzbromarone,Resp,0.7440843817511754,0.7557169098533949,0.10008536036416195,5.531893627115132,1.0,False
Benzbromarone,Skin,0.9469018165180154,0.9541424779019224,0.28020430047402517,3.199890396429636,3.0,False
Benzhexol,Blood,0.7223584371241222,0.7283453171861357,0.3584978513133085,1.4555225638671312,8.0,False
Benzhexol,Card,0.4464288810466603,0.45538151369819685,0.1992448693807525,1.000270403207812,6.0,False
