Molecule Name,Molecule ChEMBL ID,Target ChEMBL ID,Target Name,Activity ID,Assay ChEMBL ID,Standard Type,Standard Value,Standard Units,Reference
PODOFILOX,CHEMBL61,CHEMBL612558,ADMET,24816770,CHEMBL5138826,Cmax,8518.13,nM,CHEMBL5137013
PONATINIB,CHEMBL1171837,CHEMBL376,Rattus norvegicus,3360792,CHEMBL1176873,Cmax,384.55,nM,CHEMBL1177713
PONATINIB,CHEMBL1171837,CHEMBL376,Rattus norvegicus,3360835,CHEMBL1176880,Cmax,2491.69,nM,CHEMBL1177713
PONATINIB,CHEMBL1171837,CHEMBL376,Rattus norvegicus,3360845,CHEMBL1176881,Cmax,394.13,nM,CHEMBL1177713
PONATINIB,CHEMBL1171837,CHEMBL376,Rattus norvegicus,3360846,CHEMBL1176882,Cmax,230.39,nM,CHEMBL1177713
PONATINIB,CHEMBL1171837,CHEMBL612558,ADMET,24385141,CHEMBL5039682,Cmax,131.44,nM,CHEMBL5038588
PONATINIB,CHEMBL1171837,CHEMBL612558,ADMET,24385143,CHEMBL5039683,Cmax,506.98,nM,CHEMBL5038588
POSACONAZOLE,CHEMBL1397,CHEMBL372,Homo sapiens,1833259,CHEMBL913274,Cmax,3720.09,nM,CHEMBL1142177
POSACONAZOLE,CHEMBL1397,CHEMBL372,Homo sapiens,1833265,CHEMBL913279,Cmax,4814.57,nM,CHEMBL1142177
POSACONAZOLE,CHEMBL1397,CHEMBL372,Homo sapiens,1833276,CHEMBL913284,Cmax,3827.11,nM,CHEMBL1142177
POSACONAZOLE,CHEMBL1397,CHEMBL372,Homo sapiens,1833285,CHEMBL913289,Cmax,3591.66,nM,CHEMBL1142177
POSACONAZOLE,CHEMBL1397,CHEMBL372,Homo sapiens,1833294,CHEMBL912741,Cmax,4637.62,nM,CHEMBL1142177
POSACONAZOLE,CHEMBL1397,CHEMBL372,Homo sapiens,1833305,CHEMBL912746,Cmax,4991.51,nM,CHEMBL1142177
POSACONAZOLE,CHEMBL1397,CHEMBL372,Homo sapiens,1833312,CHEMBL912751,Cmax,4076.83,nM,CHEMBL1142177
POSACONAZOLE,CHEMBL1397,CHEMBL372,Homo sapiens,1833317,CHEMBL912756,Cmax,3423.28,nM,CHEMBL1142177
POSACONAZOLE,CHEMBL1397,CHEMBL372,Homo sapiens,3385330,CHEMBL1220246,Cmax,933.23,nM,CHEMBL1212755
POSACONAZOLE,CHEMBL1397,CHEMBL375,Mus musculus,3452350,CHEMBL1245468,Cmax,1398.42,nM,CHEMBL1240354
POSACONAZOLE,CHEMBL1397,CHEMBL375,Mus musculus,3452351,CHEMBL1245469,Cmax,4437.85,nM,CHEMBL1240354
POSACONAZOLE,CHEMBL1397,CHEMBL375,Mus musculus,3452352,CHEMBL1245470,Cmax,12885.46,nM,CHEMBL1240354
POSACONAZOLE,CHEMBL1397,CHEMBL375,Mus musculus,3452353,CHEMBL1245471,Cmax,25442.71,nM,CHEMBL1240354
POSACONAZOLE,CHEMBL1397,CHEMBL612558,ADMET,3509310,CHEMBL1268718,Cmax,646.41,nM,CHEMBL1255452
POSACONAZOLE,CHEMBL1397,CHEMBL612558,ADMET,3509311,CHEMBL1268719,Cmax,2482.91,nM,CHEMBL1255452
POSACONAZOLE,CHEMBL1397,CHEMBL613427,Skin,3509312,CHEMBL1266919,Cmax,328.0,ng/g,CHEMBL1255452
POSACONAZOLE,CHEMBL1397,CHEMBL613427,Skin,3509313,CHEMBL1266920,Cmax,2610.0,ng/g,CHEMBL1255452
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5088989,CHEMBL1634008,Cmax,2968.08,nM,CHEMBL1629615
POSACONAZOLE,CHEMBL1397,CHEMBL612558,ADMET,5088990,CHEMBL1634009,Cmax,2654.15,nM,CHEMBL1629615
POSACONAZOLE,CHEMBL1397,CHEMBL612558,ADMET,5088991,CHEMBL1634010,Cmax,125144.48,nM,CHEMBL1629615
POSACONAZOLE,CHEMBL1397,CHEMBL372,Homo sapiens,5164204,CHEMBL1654422,Cmax,462.34,nM,CHEMBL1649520
POSACONAZOLE,CHEMBL1397,CHEMBL372,Homo sapiens,5164211,CHEMBL1653639,Cmax,379.57,nM,CHEMBL1649520
POSACONAZOLE,CHEMBL1397,CHEMBL372,Homo sapiens,5164218,CHEMBL1653632,Cmax,412.39,nM,CHEMBL1649520
POSACONAZOLE,CHEMBL1397,CHEMBL372,Homo sapiens,5164219,CHEMBL1653630,Cmax,332.48,nM,CHEMBL1649520
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5216126,CHEMBL1678136,Cmax,2968.08,nM,CHEMBL1671699
POSACONAZOLE,CHEMBL1397,CHEMBL612558,ADMET,5216128,CHEMBL1678137,Cmax,2654.15,nM,CHEMBL1671699
POSACONAZOLE,CHEMBL1397,CHEMBL612558,ADMET,5216129,CHEMBL1678138,Cmax,125144.48,nM,CHEMBL1671699
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5217194,CHEMBL1677952,Cmax,1855.05,nM,CHEMBL1671699
POSACONAZOLE,CHEMBL1397,CHEMBL612558,ADMET,5217203,CHEMBL1677944,Cmax,1855.05,nM,CHEMBL1671699
POSACONAZOLE,CHEMBL1397,CHEMBL612558,ADMET,5217212,CHEMBL1677934,Cmax,79053.64,nM,CHEMBL1671699
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230722,CHEMBL1681352,Cmax,215.47,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230723,CHEMBL1681353,Cmax,408.11,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230724,CHEMBL1681354,Cmax,109.45,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230725,CHEMBL1681355,Cmax,133.14,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230726,CHEMBL1681356,Cmax,1401.28,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230727,CHEMBL1681357,Cmax,2268.87,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230728,CHEMBL1681358,Cmax,3282.01,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230729,CHEMBL1681359,Cmax,3082.24,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230730,CHEMBL1681360,Cmax,258.28,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230731,CHEMBL1681509,Cmax,390.99,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230732,CHEMBL1681510,Cmax,791.96,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230733,CHEMBL1681511,Cmax,776.27,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230734,CHEMBL1681512,Cmax,432.37,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230735,CHEMBL1681513,Cmax,331.05,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230736,CHEMBL1681514,Cmax,419.53,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230847,CHEMBL1675107,Cmax,889.0,nM,CHEMBL1671645
POSACONAZOLE,CHEMBL1397,CHEMBL613424,Plasma,5230848,CHEMBL1675108,Cmax,2083.36,nM,CHEMBL1671645
PRAVASTATIN,CHEMBL1144,CHEMBL372,Homo sapiens,2075550,CHEMBL944788,Cmax,100.0,nM,CHEMBL1140824
PRAZIQUANTEL,CHEMBL976,CHEMBL372,Homo sapiens,18158975,CHEMBL4035529,Cmax,3200.92,nM,CHEMBL4033679
PREDNISOLONE,CHEMBL131,CHEMBL376,Rattus norvegicus,10863998,CHEMBL2025292,Cmax,1892.08,nM,CHEMBL2021850
PREDNISOLONE,CHEMBL131,CHEMBL372,Homo sapiens,17806319,CHEMBL3889449,Cmax,1270.63,nM,CHEMBL3832036
PREGABALIN,CHEMBL1059,CHEMBL375,Mus musculus,18292271,CHEMBL4122842,Cmax,8415.5,nM,CHEMBL4118170
PRILOCAINE,CHEMBL1194,CHEMBL372,Homo sapiens,17806210,CHEMBL3889430,Cmax,317.72,nM,CHEMBL3832034
PRILOCAINE,CHEMBL1194,CHEMBL372,Homo sapiens,17806212,CHEMBL3889430,Cmax,635.44,nM,CHEMBL3832034
PROBENECID,CHEMBL897,CHEMBL372,Homo sapiens,16519819,CHEMBL3784396,Cmax,123700.0,nM,CHEMBL3779837
PROGESTERONE,CHEMBL103,CHEMBL372,Homo sapiens,18052167,CHEMBL4011675,Cmax,193.0,nM,CHEMBL4011582
PROPOFOL,CHEMBL526,CHEMBL373,Canis familiaris,18093123,CHEMBL4020394,Cmax,11499.41,nM,CHEMBL4017539
PROPOFOL,CHEMBL526,CHEMBL373,Canis familiaris,18093124,CHEMBL4020395,Cmax,544.12,nM,CHEMBL4017539
PROPOFOL,CHEMBL526,CHEMBL376,Rattus norvegicus,18202256,CHEMBL4043679,Cmax,2154036012.79,nM,CHEMBL4043087
PROPOFOL,CHEMBL526,CHEMBL376,Rattus norvegicus,18452097,CHEMBL4178719,Cmax,2154.04,nM,CHEMBL4177559
PROPRANOLOL,CHEMBL27,CHEMBL613564,Brain,16388456,CHEMBL3738834,Cmax,16000.0,nM,CHEMBL3734721
PRUCALOPRIDE,CHEMBL117287,CHEMBL376,Rattus norvegicus,18504323,CHEMBL4189924,Cmax,774.71,nM,CHEMBL4184335
PYRAZINAMIDE,CHEMBL614,CHEMBL372,Homo sapiens,2345633,CHEMBL958922,Cmax,373649.58,nM,CHEMBL1150797
PYRAZINAMIDE,CHEMBL614,CHEMBL372,Homo sapiens,2345634,CHEMBL958923,Cmax,355779.38,nM,CHEMBL1150797
PYRAZINAMIDE,CHEMBL614,CHEMBL375,Mus musculus,2498982,CHEMBL938043,Cmax,513362.03,nM,CHEMBL1143402
PYRAZINAMIDE,CHEMBL614,CHEMBL372,Homo sapiens,2498991,CHEMBL955459,Cmax,481926.73,nM,CHEMBL1143402
PYRAZINAMIDE,CHEMBL614,CHEMBL372,Homo sapiens,3454418,CHEMBL1247257,Cmax,369588.17,nM,CHEMBL1240386
PYRAZINAMIDE,CHEMBL614,CHEMBL372,Homo sapiens,3454419,CHEMBL1247258,Cmax,381772.4,nM,CHEMBL1240386
PYRAZINAMIDE,CHEMBL614,CHEMBL613426,Serum,3547650,CHEMBL1283291,Cmax,164080.9,nM,CHEMBL1275245
PYRAZINAMIDE,CHEMBL614,CHEMBL613426,Serum,3547651,CHEMBL1283292,Cmax,274551.21,nM,CHEMBL1275245
PYRAZINAMIDE,CHEMBL614,CHEMBL613426,Serum,3547652,CHEMBL1283289,Cmax,548290.15,nM,CHEMBL1275245
RALOXIFENE,CHEMBL81,CHEMBL612558,ADMET,1514363,CHEMBL839263,Cmax,7.5,nM,CHEMBL1141171
RALOXIFENE,CHEMBL81,CHEMBL612558,ADMET,19342741,CHEMBL4420029,Cmax,3.7,nM,CHEMBL4419179
RALTEGRAVIR,CHEMBL254316,CHEMBL376,Rattus norvegicus,2361012,CHEMBL971770,Cmax,1200.0,nM,CHEMBL1140081
RALTEGRAVIR,CHEMBL254316,CHEMBL373,Canis familiaris,2361013,CHEMBL971771,Cmax,8000.0,nM,CHEMBL1140081
RALTEGRAVIR,CHEMBL254316,CHEMBL373,Canis familiaris,2361014,CHEMBL971774,Cmax,3000.0,nM,CHEMBL1140081
RALTEGRAVIR,CHEMBL254316,CHEMBL614875,Rhesus monkey,2361015,CHEMBL971775,Cmax,300.0,nM,CHEMBL1140081
RALTEGRAVIR,CHEMBL254316,CHEMBL372,Homo sapiens,3542999,CHEMBL1284936,Cmax,1740.0,nM,CHEMBL1275564
RALTEGRAVIR,CHEMBL254316,CHEMBL372,Homo sapiens,3543000,CHEMBL1284937,Cmax,1540.0,nM,CHEMBL1275564
RALTEGRAVIR,CHEMBL254316,CHEMBL372,Homo sapiens,3543013,CHEMBL1282946,Cmax,9570.0,nM,CHEMBL1275565
RALTEGRAVIR,CHEMBL254316,CHEMBL372,Homo sapiens,3543019,CHEMBL1285096,Cmax,7230.0,nM,CHEMBL1275565
RALTEGRAVIR,CHEMBL254316,CHEMBL372,Homo sapiens,3543025,CHEMBL1285090,Cmax,6450.0,nM,CHEMBL1275565
RALTEGRAVIR,CHEMBL254316,CHEMBL372,Homo sapiens,5148765,CHEMBL1661492,Cmax,4410.0,nM,CHEMBL1649175
RALTEGRAVIR,CHEMBL254316,CHEMBL372,Homo sapiens,5148771,CHEMBL1661498,Cmax,5680.0,nM,CHEMBL1649175
RALTEGRAVIR,CHEMBL254316,CHEMBL372,Homo sapiens,5148777,CHEMBL1661636,Cmax,3850.0,nM,CHEMBL1649175
RALTEGRAVIR,CHEMBL254316,CHEMBL372,Homo sapiens,5164228,CHEMBL1654428,Cmax,5340.0,nM,CHEMBL1649522
RALTEGRAVIR,CHEMBL254316,CHEMBL372,Homo sapiens,5164234,CHEMBL1654434,Cmax,8610.0,nM,CHEMBL1649522
RALTEGRAVIR,CHEMBL254316,CHEMBL372,Homo sapiens,5164240,CHEMBL1654440,Cmax,1950.0,nM,CHEMBL1649522
RALTEGRAVIR,CHEMBL254316,CHEMBL372,Homo sapiens,5164244,CHEMBL1654444,Cmax,1210.0,nM,CHEMBL1649522
RALTEGRAVIR,CHEMBL254316,CHEMBL613424,Plasma,5216335,CHEMBL1676673,Cmax,2286.13,nM,CHEMBL1671760
RALTEGRAVIR,CHEMBL254316,CHEMBL613424,Plasma,5216343,CHEMBL1677084,Cmax,3154.67,nM,CHEMBL1671760
RALTEGRAVIR,CHEMBL254316,CHEMBL613424,Plasma,5216362,CHEMBL1677222,Cmax,1797.85,nM,CHEMBL1671760
RALTEGRAVIR,CHEMBL254316,CHEMBL613424,Plasma,5216368,CHEMBL1677228,Cmax,1030.56,nM,CHEMBL1671760
RALTEGRAVIR,CHEMBL254316,CHEMBL372,Homo sapiens,5298748,CHEMBL1691470,Cmax,3251.43,nM,CHEMBL1687816
RALTEGRAVIR,CHEMBL254316,CHEMBL372,Homo sapiens,5298751,CHEMBL1691472,Cmax,2126.37,nM,CHEMBL1687816
RALTEGRAVIR,CHEMBL254316,CHEMBL613424,Plasma,5300804,CHEMBL1696104,Cmax,5940.33,nM,CHEMBL1687825
RALTEGRAVIR,CHEMBL254316,CHEMBL613107,PBMC,5300805,CHEMBL1696105,Cmax,447.77,nM,CHEMBL1687825
REGORAFENIB,CHEMBL1946170,CHEMBL612558,ADMET,24689024,CHEMBL5105077,Cmax,6430.97,nM,CHEMBL5104108
RELUGOLIX,CHEMBL1800159,CHEMBL613847,Cynomolgus monkey,6284371,CHEMBL1803296,Cmax,25.66,nM,CHEMBL1799984
RELUGOLIX,CHEMBL1800159,CHEMBL613847,Cynomolgus monkey,6284374,CHEMBL1803299,Cmax,180.87,nM,CHEMBL1799984
RELUGOLIX,CHEMBL1800159,CHEMBL612558,ADMET,25555699,CHEMBL5347190,Cmax,35.3,nM,CHEMBL5346862
RELUGOLIX,CHEMBL1800159,CHEMBL612558,ADMET,25555711,CHEMBL5347194,Cmax,543.6,nM,CHEMBL5346862
REMDESIVIR,CHEMBL4065616,CHEMBL612558,ADMET,23217336,CHEMBL4824012,Cmax,5000.0,nM,CHEMBL4823256
REMDESIVIR,CHEMBL4065616,CHEMBL612558,ADMET,23217337,CHEMBL4824013,Cmax,1000.0,nM,CHEMBL4823256
REMDESIVIR,CHEMBL4065616,CHEMBL612558,ADMET,23217341,CHEMBL4824017,Cmax,12600.0,nM,CHEMBL4823256
REMDESIVIR,CHEMBL4065616,CHEMBL612558,ADMET,23217370,CHEMBL4824046,Cmax,22700.0,nM,CHEMBL4823256
REMDESIVIR,CHEMBL4065616,CHEMBL612558,ADMET,25469869,CHEMBL5324300,Cmax,1230.0,nM,CHEMBL5321279
REPAGLINIDE,CHEMBL1272,CHEMBL372,Homo sapiens,15459100,CHEMBL3541861,Cmax,150.02,nM,CHEMBL3526119
REPAGLINIDE,CHEMBL1272,CHEMBL372,Homo sapiens,15459105,CHEMBL3541856,Cmax,33.8,nM,CHEMBL3526119
REPAGLINIDE,CHEMBL1272,CHEMBL372,Homo sapiens,15467729,CHEMBL3538936,Cmax,80.87,nM,CHEMBL3526119
REPAGLINIDE,CHEMBL1272,CHEMBL372,Homo sapiens,15467735,CHEMBL3538931,Cmax,39.11,nM,CHEMBL3526119
REPAGLINIDE,CHEMBL1272,CHEMBL372,Homo sapiens,15467740,CHEMBL3538926,Cmax,99.43,nM,CHEMBL3526119
REPAGLINIDE,CHEMBL1272,CHEMBL372,Homo sapiens,15467745,CHEMBL3538921,Cmax,125.94,nM,CHEMBL3526119
REPAGLINIDE,CHEMBL1272,CHEMBL372,Homo sapiens,15467750,CHEMBL3538916,Cmax,184.93,nM,CHEMBL3526119
REPAGLINIDE,CHEMBL1272,CHEMBL372,Homo sapiens,15467755,CHEMBL3538911,Cmax,116.0,nM,CHEMBL3526119
REPAGLINIDE,CHEMBL1272,CHEMBL372,Homo sapiens,15467789,CHEMBL3541220,Cmax,85.06,nM,CHEMBL3526119
REPAGLINIDE,CHEMBL1272,CHEMBL372,Homo sapiens,15467790,CHEMBL3541219,Cmax,111.14,nM,CHEMBL3526119
REPAGLINIDE,CHEMBL1272,CHEMBL372,Homo sapiens,15467791,CHEMBL3541218,Cmax,133.23,nM,CHEMBL3526119
REPAGLINIDE,CHEMBL1272,CHEMBL372,Homo sapiens,15467792,CHEMBL3541217,Cmax,116.66,nM,CHEMBL3526119
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,2345614,CHEMBL958906,Cmax,18956.19,nM,CHEMBL1150797
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,2345615,CHEMBL958905,Cmax,12758.98,nM,CHEMBL1150797
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,2345638,CHEMBL958916,Cmax,1458.17,nM,CHEMBL1150797
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,2345640,CHEMBL958915,Cmax,2673.31,nM,CHEMBL1150797
RIFAMPIN,CHEMBL374478,CHEMBL369,Cavia porcellus,2351603,CHEMBL954720,Cmax,1190.84,nM,CHEMBL1157370
RIFAMPIN,CHEMBL374478,CHEMBL369,Cavia porcellus,2351605,CHEMBL959677,Cmax,741.24,nM,CHEMBL1157370
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,2498866,CHEMBL955453,Cmax,6683.27,nM,CHEMBL1143402
RIFAMPIN,CHEMBL374478,CHEMBL375,Mus musculus,2498973,CHEMBL954663,Cmax,6197.22,nM,CHEMBL1143402
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,2499953,CHEMBL992312,Cmax,11531.68,nM,CHEMBL1143406
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,2499967,CHEMBL992319,Cmax,12285.07,nM,CHEMBL1143406
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,2556288,CHEMBL990070,Cmax,3074.31,nM,CHEMBL1155158
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,2556289,CHEMBL990071,Cmax,3876.3,nM,CHEMBL1155158
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,2556290,CHEMBL990072,Cmax,15796.83,nM,CHEMBL1155158
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,2556291,CHEMBL990073,Cmax,17011.97,nM,CHEMBL1155158
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,2628579,CHEMBL948861,Cmax,8000.0,nM,CHEMBL1137635
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,2667150,CHEMBL1032832,Cmax,12758.98,nM,CHEMBL1151474
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,3454388,CHEMBL1247238,Cmax,12758.98,nM,CHEMBL1240386
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,3454389,CHEMBL1247239,Cmax,11665.35,nM,CHEMBL1240386
RIFAMPIN,CHEMBL374478,CHEMBL375,Mus musculus,3454738,CHEMBL1246249,Cmax,19138.47,nM,CHEMBL1240392
RIFAMPIN,CHEMBL374478,CHEMBL374,Oryctolagus cuniculus,3454739,CHEMBL1249014,Cmax,20195.64,nM,CHEMBL1240392
RIFAMPIN,CHEMBL374478,CHEMBL612558,ADMET,5096375,CHEMBL1634956,Cmax,1215.14,nM,CHEMBL1629645
RIFAMPIN,CHEMBL374478,CHEMBL613426,Serum,5156842,CHEMBL1657570,Cmax,2430.28,nM,CHEMBL1649110
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,5159746,CHEMBL1663041,Cmax,12151.41,nM,CHEMBL1649157
RIFAMPIN,CHEMBL374478,CHEMBL612558,ADMET,5163604,CHEMBL1653101,Cmax,5954.19,nM,CHEMBL1649505
RIFAMPIN,CHEMBL374478,CHEMBL612558,ADMET,5294971,CHEMBL1697206,Cmax,8019.93,nM,CHEMBL1687713
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,5303979,CHEMBL1695954,Cmax,9721.13,nM,CHEMBL1687721
RIFAMPIN,CHEMBL374478,CHEMBL613426,Serum,5305182,CHEMBL1697240,Cmax,18227.11,nM,CHEMBL1687724
RIFAMPIN,CHEMBL374478,CHEMBL613424,Plasma,5306505,CHEMBL1696172,Cmax,21872.53,nM,CHEMBL1687729
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,17806010,CHEMBL3889406,Cmax,8505.98,nM,CHEMBL3832057
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,17806013,CHEMBL3889406,Cmax,13002.0,nM,CHEMBL3832057
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,17806015,CHEMBL3889406,Cmax,13974.12,nM,CHEMBL3832057
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,17806018,CHEMBL3889406,Cmax,4252.99,nM,CHEMBL3832057
RIFAMPIN,CHEMBL374478,CHEMBL372,Homo sapiens,18052168,CHEMBL4011675,Cmax,8500.0,nM,CHEMBL4011582
RIFAMPIN,CHEMBL374478,CHEMBL612558,ADMET,19054433,CHEMBL4356222,Cmax,13000.0,nM,CHEMBL4354813
RIFAMYCIN,CHEMBL437765,CHEMBL372,Homo sapiens,18052106,CHEMBL4011675,Cmax,2780.0,nM,CHEMBL4011582
RIFAXIMIN,CHEMBL1617,CHEMBL372,Homo sapiens,3493972,CHEMBL1264469,Cmax,0.00163,ug.mL-1,CHEMBL1255246
RIFAXIMIN,CHEMBL1617,CHEMBL372,Homo sapiens,3493975,CHEMBL1266514,Cmax,0.00123,ug.mL-1,CHEMBL1255246
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,1923563,CHEMBL891826,Cmax,5294.33,nM,CHEMBL1146363
RILPIVIRINE,CHEMBL175691,CHEMBL373,Canis familiaris,1923566,CHEMBL891829,Cmax,2854.57,nM,CHEMBL1146363
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5296221,CHEMBL1691770,Cmax,193.76,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5296225,CHEMBL1691767,Cmax,431.19,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5296229,CHEMBL1691776,Cmax,114.62,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5296233,CHEMBL1691780,Cmax,199.22,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5296237,CHEMBL1691784,Cmax,6249.49,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5296240,CHEMBL1690136,Cmax,6276.78,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5296243,CHEMBL1690139,Cmax,5922.0,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5296246,CHEMBL1690142,Cmax,16892.72,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5296249,CHEMBL1690145,Cmax,324.76,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5296252,CHEMBL1690148,Cmax,573.1,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5296255,CHEMBL1690151,Cmax,504.87,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5297150,CHEMBL1690154,Cmax,600.39,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5297153,CHEMBL1690157,Cmax,5812.84,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5297156,CHEMBL1690160,Cmax,5922.0,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5297159,CHEMBL1690163,Cmax,3111.1,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5297162,CHEMBL1690166,Cmax,14354.72,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5297165,CHEMBL1690169,Cmax,292.01,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5297168,CHEMBL1690172,Cmax,605.85,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5297171,CHEMBL1690175,Cmax,521.25,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL376,Rattus norvegicus,5297174,CHEMBL1690178,Cmax,614.03,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL373,Canis familiaris,5297178,CHEMBL1690291,Cmax,1689.27,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL373,Canis familiaris,5297182,CHEMBL1690295,Cmax,85.69,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL373,Canis familiaris,5297186,CHEMBL1690299,Cmax,472.12,nM,CHEMBL1687756
RILPIVIRINE,CHEMBL175691,CHEMBL373,Canis familiaris,5297189,CHEMBL1690302,Cmax,103.7,nM,CHEMBL1687756
RIMONABANT,CHEMBL111,CHEMBL376,Rattus norvegicus,2005076,CHEMBL899914,Cmax,4139.72,nM,CHEMBL1138302
RIMONABANT,CHEMBL111,CHEMBL376,Rattus norvegicus,2518664,CHEMBL1022918,Cmax,4139.72,nM,CHEMBL1138591
RIMONABANT,CHEMBL111,CHEMBL376,Rattus norvegicus,3426733,CHEMBL1227217,Cmax,625.27,nM,CHEMBL1221281
RIMONABANT,CHEMBL111,CHEMBL376,Rattus norvegicus,3427555,CHEMBL1227218,Cmax,646.83,nM,CHEMBL1221281
RIMONABANT,CHEMBL111,CHEMBL376,Rattus norvegicus,13893525,CHEMBL3111759,Cmax,526.09,nM,CHEMBL3108674
RIMONABANT,CHEMBL111,CHEMBL372,Homo sapiens,15455069,CHEMBL3532640,Cmax,400.0,nM,CHEMBL3526013
RISPERIDONE,CHEMBL85,CHEMBL612558,ADMET,15453240,CHEMBL3532950,Cmax,20.0,nM,CHEMBL3525901
