Feature,Importance
EIF5B,0.0003767769916783111
MRE11,0.00037329758800193997
GABRE,0.00037256987365362037
SCN3A,0.00037132783229655765
HPGDS,0.0003713243498968672
CHRNA4,0.00037060548183339055
UBAC1,0.000369772959726997
STX11,0.0003695768302745736
GABRA6,0.00036914559534577987
AKR1C1,0.0003683038036426323
UGT1A6,0.00036826088747699264
LIG3,0.0003670625548130718
STK11,0.0003650436517753814
CAV1,0.00036392766065034633
ALPG,0.00036306124964296046
UGT1A9,0.0003607055255601014
CA4,0.0003558123269271729
IL15,0.0003555242074825718
PON1,0.000355216424388832
ATP2B4,0.0003543989976577945
AVP,0.0003543722126008904
SLC6A13,0.0003533388019951536
HDAC10,0.00035234141256293774
ERCC1,0.00035234135888037246
FAP,0.00035169033437684315
LRRK2,0.0003512172401968889
ATP2B3,0.00034967667822496544
HDAC11,0.0003474589585464825
HSPA5,0.00034658445632838473
MET,0.0003465782044839686
NPM1,0.0003430710144081313
SPP1,0.0003430232653152729
SMARCAD1,0.0003412733847456276
UGT2B7,0.00034024546319605587
CD248,0.0003369852609135511
NAT1,0.0003366121768115154
DHRS4L2,0.00033514251014821715
DCK,0.00033485557021824795
CA9,0.00033289405090886277
BID,0.0003325815415380574
BCL2L11,0.00033094285622666816
HDAC4,0.0003301112285489451
CHRNA10,0.00032683833621986226
DHRS7B,0.0003257340934401785
APP,0.00032502329764396126
HBG1,0.00032455344468727837
NR1H4,0.00032202020304165576
CALCA,0.00032098572796263817
RIPK2,0.0003158144896909256
NAT2,0.00031307612621722333
RDH11,0.000312933909536532
GSTA3,0.0003122266553631812
FOXM1,0.0003107341627889317
PPARD,0.0003106789765571109
FANCG,0.00031005607537317164
GAST,0.0003099498914998267
FYN,0.000306299958067098
MOK,0.0003055916650586218
PVR,0.0003042496797174384
ASPG,0.00030326143879526416
CHRNB4,0.0003019319102687545
HTR5A,0.000299935652920871
NRP1,0.00029931081228199596
UPP1,0.00029695301961760347
GAD1,0.00029616267869920723
APOE,0.00029607418693580495
MMP13,0.0002950232918195054
HSP90AA1,0.0002935497812322873
NPL,0.0002934546112489351
AURKC,0.0002924285020035299
INSRR,0.00029060285295940644
SCN4A,0.0002897225367585333
RAC1,0.00028934394971775985
KCNJ11,0.00028922736973450265
LTBP4,0.000288970825677053
PTGFR,0.000286791858800121
TFF1,0.00028651770640894747
EML4,0.00028651435070520986
GRIK2,0.00028599292319946343
S100P,0.0002852809784210066
SLC22A7,0.00028480018053480004
SERPINB5,0.00028417009976471253
ADCY10,0.00028411415490357355
MC4R,0.00028392149662340437
GABRD,0.00028366365069624105
OXA1L,0.0002834536787339618
MERTK,0.00028342682878446524
MMP3,0.0002830886283751646
PTPN2,0.00028268723011657017
CHRND,0.00028174140488585234
GRIN3A,0.0002815031961276259
BACE1,0.000281128036673419
POLK,0.0002810969714503806
SLC2A1,0.00027916281136931387
SIK2,0.000278829896642552
RETNLB,0.0002771565553304743
SELE,0.0002755828943859492
HSD17B13,0.00027491459871744424
CCNF,0.0002745351098311305
GTF2H1,0.0002729571587684409
HSDL2,0.00027242759457548927
HDAC1,0.0002718452618930395
COL1A1,0.0002717575726982757
CYTL1,0.00027118033765538785
TRIP4,0.0002711335941327832
HDAC2,0.00027108726235803605
BRCA1,0.0002707555282833552
AVPR1A,0.00027054345883935837
TRPC3,0.00027018145535639244
DHRS13,0.00026991011223499695
MADD,0.00026959283618313286
SOCS3,0.0002686099589353917
AHCY,0.0002680598210025947
TRIM15,0.00026789194308974543
GABRB2,0.0002678156360423522
GABRG1,0.00026689394609671874
PIP4K2C,0.0002663289135505878
OXT,0.0002650553631724444
CDC25C,0.0002645357728813631
HSD17B14,0.00026387997209424593
HSD17B11,0.00026231114224047796
FUCA1,0.0002612258967805352
DHRS7C,0.000259731773696282
SLCO1B1,0.00025935824882899154
GLP1R,0.0002591027669540249
SLC6A20,0.00025832168046016694
KCNQ1,0.0002577203517305039
FMO3,0.00025734939109810153
BDH2,0.00025723118498298544
GLI1,0.0002570498542591537
LIG1,0.0002563848285423534
RETN,0.00025531387141359413
RDH13,0.00025476778207677106
TYR,0.00025389114557219315
HDAC8,0.00025166590017350706
OXTR,0.00025141737603270826
HPGD,0.0002509224012901139
TAT,0.0002503886729341195
KCNA5,0.00024913847764585737
CRABP1,0.00024910804082071964
ACO1,0.0002481986526045371
CCN2,0.0002480274087728245
DECR2,0.0002475177130291875
PROC,0.0002472473721882757
ARHGAP5,0.00024694481563926693
TBXA2R,0.0002467103234801446
ENSP00000451560,0.00024599560081006234
GRM5,0.0002454848020585655
SLC22A3,0.00024528894300192874
NBR1,0.0002451237596601843
F8,0.00024451625542316164
CHRNB2,0.00024318870911122517
CHRNA1,0.000242000230312864
PUS1,0.0002416339358068439
APCS,0.00024028128685316794
PTCH2,0.000239888475292448
EPHA1,0.00023951608871075503
TUBB2A,0.00023941029658650575
ALDH7A1,0.00023915062869796276
RAB40B,0.0002386916284215527
SLC22A11,0.0002374961871622489
SCN8A,0.0002355772213124273
UGT1A4,0.00023528867152079034
DECR1,0.00023508642696935358
MAPK7,0.00023502170637340584
H3C13,0.00023416735522789218
GABRR1,0.00023394522222807098
SLC1A1,0.0002338308570616589
HHIPL1,0.00023325936922440936
P2RY12,0.0002328566227726671
SERPING1,0.00023228552383777705
IRS1,0.00023200350243841636
TUBG2,0.00023153553209200658
RARS1,0.0002312700593633422
SLC6A18,0.00023101240579054684
SLK,0.00023082401790463993
SSTR1,0.00023080479346436583
CYP8B1,0.00023039249675028945
PDF,0.00022936592337065705
CDKN2B,0.000229319170970582
ALDH1A1,0.00022826240343360883
SI,0.00022821571211800363
TNFSF13B,0.00022639149687055327
CCL20,0.0002262088333175017
ABCC5,0.00022572380576655682
HTR4,0.00022538577379228598
PTCH1,0.0002250290062799536
H3-4,0.00022417902811667018
RYR2,0.00022338170601339787
COG2,0.0002224294362655457
CBR4,0.00022219919281939111
TGM2,0.00022145379924154877
PTPN13,0.0002211927389573255
NR0B1,0.00022061994461755385
SLC6A19,0.00022059308458013624
NR2F1,0.00021954341691043694
HSD17B12,0.00021939062860162957
PAPPA,0.00021936889452900383
NPTN,0.0002193487972080424
SLC22A2,0.00021900610141900083
CTSK,0.00021878164560493388
MAF,0.0002186192037967055
PPAT,0.00021829421954899238
EREG,0.0002170699266900113
AGT,0.00021643656031532053
KCNA1,0.00021629565506150328
EIF4E,0.00021614550674303834
CYP7A1,0.0002158573739540882
GRN,0.00021506837461526894
DHRS4,0.0002149998058521318
AGPAT2,0.00021464083966193386
SLC6A11,0.00021408030424782595
CCKAR,0.00021371264604888324
SRD5A1,0.00021330051061052005
PTGIR,0.00021319688477509628
CBR3,0.00021309959887845387
TUBE1,0.00021309320168248723
ALPP,0.00021211252411198429
BLMH,0.00021166865227683073
P2RY1,0.00021119008250808933
ANGPTL4,0.00021078766079256345
HDAC5,0.00021070012458183256
RDH10,0.00020984080254381795
GJA1,0.0002095049037497834
TUBA3C,0.00020944473345698494
CNR2,0.00020944092823420353
IL18,0.00020897845505425103
GABRG2,0.0002085737803175442
SMO,0.00020828318481172018
PHF20,0.00020817553078382727
TG,0.00020786760137397688
HTR3D,0.00020752724216097307
TEC,0.00020745608945184924
KLF11,0.00020694020340985308
TUBA3D,0.000206931202155446
DUSP6,0.000206115183779944
EPHB1,0.00020586395216595993
NR2F6,0.00020580890777611709
NTSR1,0.00020574792616778558
RRM1,0.00020536808191718694
CACNA1G,0.00020483255538906984
PRPF38A,0.0002041329957930272
MYB,0.00020382495157176108
GRIN1,0.00020255356698510157
TTR,0.00020233147443581706
LACTBL1,0.00020157581726195926
TUBB2B,0.00020142889893615823
TAOK2,0.0002007521729477833
CACNB2,0.00020031644637394708
FTL,0.00020020729014600674
SBF2,0.00020004102172695547
HTR3C,0.0001998300992968477
HTR1E,0.00019927147852497683
CHI3L1,0.00019908337853242385
AHR,0.00019842635837360014
MAPK13,0.00019817519310033708
ABCA1,0.00019769833057450226
MAP2K2,0.00019754928037912664
MCHR1,0.00019739156259858035
GLI3,0.00019734572940788452
HSD17B2,0.00019696133688324607
STAT5B,0.0001966063131010875
UGT1A8,0.00019592425564395993
CCNA1,0.00019548781269050142
SF3A2,0.00019518231175667483
COMT,0.0001948665516602768
RDH14,0.00019474294756896538
HSD3B1,0.00019447075167465836
SLC6A15,0.00019388107107524052
TUBA8,0.00019351135972451666
TNFSF10,0.00019334404926882304
CCR4,0.00019331017559034346
BIRC5,0.00019318034150876893
CDX1,0.00019295546457669168
PDE3A,0.0001925643488215707
NFE2L2,0.00019199366814831318
C16orf58,0.00019175428957244906
EGR1,0.00019158132393191704
MRPS7,0.00019152178066827837
BRCA2,0.0001912348864411168
F3,0.00019077349029711954
SCN1A,0.0001906900790482741
MELTF,0.0001906435361534245
PXDNL,0.00019020662222818394
PDCD5,0.00018955394409085513
CACNA2D1,0.0001887122462160924
LACTB,0.000187966261205563
FZD2,0.00018748886757037484
LDHA,0.00018737438008122696
ITPA,0.0001867042385472033
TICRR,0.0001860258844988821
HDAC3,0.00018598932265146908
OSBPL6,0.00018552616057775732
CXCL10,0.0001854529676843371
NTS,0.00018524445837330756
FZD9,0.0001843778371600375
RDH5,0.0001838132878029695
APOBEC4,0.00018377544666354045
LGALS4,0.0001831632751152281
PTGER2,0.00018284088655113112
PKD2,0.0001826448862879896
ALDH1A2,0.00018262199795895828
SOD1,0.00018218696974813648
GABRR2,0.00018124105886528153
DHRS2,0.0001811387073587604
SCN9A,0.0001809924107008379
MAP3K7,0.00018091102591381912
DUSP12,0.00018038261120208992
TUBG1,0.0001801640820981752
CHRNA3,0.0001800795277460212
MAPKAPK2,0.0001800119249191131
DMD,0.00017981536697543788
ESRRB,0.0001795351092159389
EEF1AKNMT,0.00017906225261345025
CALM3,0.0001790026095548765
FTH1,0.00017896227344775924
OXSM,0.00017824928371412054
CA12,0.0001781135498845879
PSME4,0.00017801668443828862
HUS1,0.00017782795006481022
ABCG8,0.00017770802747205328
TNFRSF6B,0.00017730707226307356
TUBB4A,0.0001763801262747975
CBR1,0.00017598260837765008
LRTOMT,0.00017551926171651444
TUBA1B,0.00017529501223072705
GALR2,0.00017527800764123127
POLB,0.00017484259478031916
KLKB1,0.00017426122996399424
HMGN5,0.00017357251977816692
F11,0.00017317526758360054
CACNA1F,0.00017240482881068924
SMG1,0.00017184204904635087
GAS6,0.00017162187817865718
CHRNA6,0.00017148820861923291
MMP8,0.0001703971508749821
SLC6A17,0.00016890109460624593
MYRF,0.00016838184119162254
TUBA3E,0.0001682373836166756
PDE5A,0.00016785039613635756
PKLR,0.00016778086118962422
HSD17B7,0.00016738152401043279
CLK4,0.00016683715477820328
CMPK1,0.00016659712909692363
FLII,0.00016654908525506407
SUFU,0.00016652567799076734
DDIT4,0.00016640742448232755
SDR9C7,0.00016609348546637364
PSMB7,0.00016599586306381985
GLUL,0.00016594248258826506
APOBEC3D,0.00016589707897283289
TAOK3,0.0001658309989798702
DUSP1,0.00016583065038596693
CCNE1,0.00016481691808161364
MUSK,0.00016411102221781213
UGT1A10,0.00016402118358114717
TP53INP1,0.00016371391230961168
PCCA,0.00016336487922933367
AKT2,0.0001626020381164462
ABCB7,0.0001623272494731335
IHH,0.00016230824641206318
ALDH3A2,0.00016203219913142936
CRAT,0.0001620025446918273
MAP4K5,0.00016157877645274623
CYP4A11,0.00016152087782594148
LEPR,0.00016139048593700336
PLA2G6,0.000161211314812203
BMP2,0.00016120114324345185
UCKL1,0.00016111675059434863
TLR2,0.00016074489647700002
TAC1,0.00016026933935343914
FOSB,0.00016015593020953642
UPB1,0.0001600714866826569
NUDT15,0.0001600423087944492
SP1,0.0001592421292676034
PKP2,0.00015883022398781134
NRG4,0.00015876760089427483
IL1A,0.00015874176415427206
PTGDR2,0.00015836647622272711
CYP7B1,0.00015799863691245034
NUCB2,0.00015794485537271984
FZD1,0.00015790884857073525
AGRN,0.00015788528182529934
COL6A3,0.00015768544336087592
TNFRSF10A,0.00015755239113214784
KLK4,0.0001573034646278589
ABCB4,0.00015678317124408783
HHIPL2,0.0001563066094528191
F10,0.00015595873677351613
SREBF1,0.0001557325481640458
NR2C1,0.00015528704452189398
NUPR1,0.00015527797010348506
PER2,0.00015508698911028443
UGT2A3,0.0001547220333044629
TAAR1,0.00015463003087027306
ABCC6,0.00015389507176319015
BIK,0.00015331631145538486
NCOR1,0.00015288126689939012
CA7,0.00015282761721634454
PLAU,0.00015270062802061058
MED7,0.00015269717300012711
SP2,0.00015234075765034
ABCA4,0.00015225685456301925
MBL2,0.0001521508370240079
PNN,0.0001518208182273052
MAPK6,0.0001512848472933203
ITGAL,0.00014976000940918012
CDK9,0.00014957177416563785
DCXR,0.0001488223961509766
CHRNB1,0.00014855606772906963
SFRP4,0.00014820382212740708
MICB,0.00014800031351755674
CHRNA5,0.00014793880170322016
PECR,0.00014739656655650445
ARAP3,0.00014715877006615707
OCLN,0.00014685783286587075
TUBB3,0.00014663545863043628
MT-CYB,0.00014577495692725832
SLC15A2,0.0001454969424720396
PTGER1,0.0001451468637396364
