Feature,Importance
MAPK4,0.00014507680303520247
ORM1,0.0001442014006551869
NKX6-1,0.00014418910446361674
NGF,0.00014416899438187357
AKR1B1,0.00014395620235660832
GLYR1,0.00014383428968391452
FMO1,0.00014367184267361624
TLR1,0.0001433939326978191
MIOX,0.00014312842327895165
BDKRB1,0.0001430406515038909
UGT1A5,0.00014298124971421613
CYP2U1,0.0001429527113532709
SLC6A8,0.00014274352318925136
IL12B,0.0001427318947514162
KLF4,0.00014258604513189181
RPA1,0.00014258000588336008
AKR1B10,0.0001423973369773043
PPARGC1A,0.00014236056171647069
PPP2CA,0.00014208361788626265
TRPV1,0.00014143245117077274
KCND3,0.00014128540673635426
CMA1,0.0001408997500178585
RYR1,0.00014087777100476738
ASL,0.00014070892001629662
GHRL,0.00014052649547715448
SERPINE2,0.00014007573787468836
TLR9,0.00014002010751221043
LEF1,0.00013981557657461938
NFKB1,0.0001398067656112044
IL17RB,0.00013978068357971746
CDK6,0.00013946281697568144
SLC5A4,0.0001386117132193528
GRPR,0.00013801470059694466
SLC5A2,0.0001377653798047774
APOBEC2,0.0001376183024741814
STMN4,0.00013742375504227912
IGFBP3,0.00013734378084292472
SSTR5,0.00013692406148465208
IL1R2,0.00013666729447482306
TGFB3,0.00013661571133003817
TMIGD3,0.00013655179402820053
DHFR2,0.0001365027365795199
ANGEL2,0.0001364665763708009
PNLIP,0.00013640522755487268
CYP24A1,0.00013638674183847076
SERPINF1,0.00013595351184356283
THRA,0.00013585261769754562
CTSS,0.0001358270000448201
NTSR2,0.00013520009388994948
CA13,0.00013504466948722124
FOXO1,0.00013462410313033792
HTR3B,0.00013457459747577547
SQLE,0.0001342791908297618
TLX2,0.00013422113657511113
PTGIS,0.00013410492815356333
TNFRSF11B,0.00013404087124084773
SLC22A1,0.00013394104593015695
CD180,0.0001335652780492848
SLCO1B3,0.00013331746990421738
PTGER3,0.00013327309967525107
TUBB1,0.0001328832834088001
NPHS1,0.00013223183856859546
TUBAL3,0.00013221692419868196
MC3R,0.0001311530681135359
CYCS,0.00013103727499167635
MAPK15,0.00013078463034849736
RIPK4,0.00013063146219130818
XBP1,0.0001305200262770571
ECE2-2,0.0001291564905507093
ARTN,0.00012898211710481308
MED21,0.00012893159947639565
SERPINB3,0.00012821607784721864
SFRP1,0.0001280989285353406
OGG1,0.0001280351311726626
ACTR1A,0.0001278753798102646
CDKN2C,0.0001277424343128671
MAP3K10,0.00012766076487177568
NPY1R,0.0001274393226026396
KLLN,0.0001274053978315543
PDPK1,0.0001271806130289873
HSF1,0.00012704699115960276
EPHA3,0.0001266749576395196
VMP1,0.0001266463770349875
IGFBP2,0.0001264786294865718
CCR7,0.0001258598715040838
TUBB6,0.00012572549838712165
GPX4,0.00012560215871667847
CXCL1,0.00012504245349243464
UGT2B11,0.00012489667488603393
GYPB,0.0001248913184187627
REG3G,0.00012486934716728963
KRT24,0.00012458461514857115
PPP1R1B,0.00012381695804415956
PML,0.00012355226350081305
EPX,0.00012295979904705168
VCAM1,0.00012285938042199394
PGRMC1,0.00012277259319594408
CORIN,0.00012237916629605488
AVPR1B,0.00012210808040202003
SHH,0.00012193622321279131
UGT2B10,0.00012175999287366542
SLC12A3,0.00012160364850980279
MT-ND1,0.0001214107038381212
FEV,0.00012134787612853797
ZFP28,0.00012127731497673093
LPO,0.00012115252454389619
C3,0.00012106583490174155
SLC5A8,0.00012105096088972165
ORM2,0.0001210152618405209
CHRNA7,0.00012098488878139129
SCARB1,0.00012098418640330157
DCN,0.0001206425629551008
GOT2,0.00012061298644622875
PRSS1,0.00012060489921074833
RIPK1,0.00011989737172798869
FZD8,0.00011955580030832229
F2R,0.00011942477457306548
NT5E,0.00011938005533601657
GRIN2A,0.00011868971446530345
TACR1,0.0001186231209165489
HNMT,0.00011856172829440935
PTPN6,0.0001185414233184051
CACNA1C,0.00011838746113941634
PXDN,0.00011824779089573006
KDM1A,0.00011725211480210365
SFTPC,0.00011684509664328955
MLYCD,0.00011667865750463773
OLR1,0.00011656893232153687
MAP3K13,0.0001162118610885996
GRIN2D,0.00011543571440286787
FABP4,0.00011514236958160871
AIM2,0.00011451429539503433
G6PC,0.00011445992679952671
SORD,0.00011420694217967667
ATG7,0.00011413018238444506
LIPC,0.000114044385494837
PRKCG,0.00011401635048620519
RAPH1,0.00011391669591583695
SLC6A16,0.00011378768745859904
HNF4A,0.00011337593104371007
RRAS2,0.00011316476479264767
ARHGAP20,0.00011314549339484786
BMP4,0.00011306917890584366
GAL,0.00011286318432813536
PLA2R1,0.00011260243574966658
KCNK3,0.00011257131866043806
BRD4,0.00011254542313244553
KCNK2,0.00011243570114696635
CYB5A,0.00011243195663040844
MCM5,0.000111886291483276
PYGB,0.00011181055895373043
TUBD1,0.00011159298183368693
DDB1,0.00011116929627420247
ALDH1L2,0.00011057660022305478
FOLR2,0.0001105695736475781
CDH2,0.00011052304875572762
DND1,0.0001104637333174321
WNT1,0.00011032401386638494
AGR2,0.00011016589070455381
TESK1,0.0001101406602152818
OTC,0.00011012940827559836
CCR2,0.00010945136106873255
STK16,0.00010941976187514676
AGRP,0.00010931071523427686
SERPINB1,0.00010900988396291917
DMBT1,0.00010885871466819992
MED13,0.00010834248251745141
LDLR,0.00010815345093398967
ACTR1B,0.00010800813720432605
WEE1,0.00010776226275325014
MED23,0.00010774595842895379
SLC9A3,0.00010773166761754901
LIPE,0.00010771843447283788
FGF8,0.00010752053064944504
APEH,0.00010679546623231093
AGPS,0.00010660557113428528
RBM42,0.00010636762684119617
MC2R,0.00010626812595665841
TXN,0.00010621932321782802
CYP4V2,0.00010610899027749055
GLRA2,0.00010593812158444264
MAP3K9,0.00010581628296230968
CUL4A,0.0001058119294563454
ENG,0.00010571060373910307
CKB,0.00010552234146129771
ATP5F1D,0.0001054061021923785
TRPS1,0.00010515367247618135
SMPD1,0.0001051305049561344
ACKR3,0.00010491867229254602
SULT2A1,0.00010483538406127417
CEACAM5,0.00010476024255153263
PYGM,0.00010458289482427266
CCR1,0.00010457082834000492
SRSF9,0.00010435083843073225
UGT2B4,0.00010424320323014499
CA3,0.0001042074333686328
SSTR2,0.00010305616976470784
F12,0.00010303456200089924
FZD7,0.0001028213354084827
RBKS,0.00010277297741317387
BMF,0.00010239273354803196
CXCR5,0.00010220387984300592
GBA,0.00010201666642726303
AKR1D1,0.00010162041020654826
SYNE2,0.00010160026458385296
TFPI,0.00010150405353013472
QDPR,0.00010142677932275366
SLC6A7,0.00010113015021021714
PRSS3,0.00010103022816905722
ADAT2,0.00010014967550333436
ADH7,0.00010007696460891696
KAT5,9.958605265667801e-05
FOXO3,9.954716683422916e-05
SLC6A5,9.934722210973472e-05
CYP4A22,9.923953976101003e-05
UROD,9.916566393869751e-05
ACMSD,9.872539889526335e-05
EBF1,9.843240529369259e-05
PGF,9.800293266682969e-05
MTDH,9.781856012003728e-05
SOD3,9.77125964038696e-05
NT5C3B,9.754938179407714e-05
CREBBP,9.747310331877603e-05
SLC25A6,9.742161545497086e-05
CA5B,9.723292268877848e-05
HPD,9.714922888565089e-05
IMMT,9.712327017720896e-05
GUSB,9.702343426187578e-05
GPX2,9.681107271416709e-05
CLDN3,9.676401584847846e-05
STAT5A,9.668773232784884e-05
MAP4K3,9.664867498099564e-05
ADAM15,9.646755889347228e-05
OMD,9.646078638909984e-05
CDK19,9.643073418570897e-05
RXFP4,9.614606105234203e-05
CYSLTR1,9.608894835657115e-05
CYP26A1,9.591640908659408e-05
F7,9.578263839290147e-05
CETP,9.559106031528144e-05
RNF123,9.525366442543656e-05
SOX17,9.521789088151708e-05
GGT1,9.505960694364678e-05
CACNA1H,9.497499637623142e-05
ITGA2B,9.495927377186463e-05
CACNA2D2,9.478114718174513e-05
MAP2K3,9.457370292622952e-05
EIF2A,9.433980783020044e-05
LYN,9.408016525936521e-05
ALDH2,9.396974804602468e-05
SLC28A3,9.389105339138783e-05
RAD18,9.380055165747594e-05
IGF2,9.370515074231835e-05
APOBEC3B,9.370323093200687e-05
IRS2,9.366662122255023e-05
DDX53,9.340478087007158e-05
SLC12A5,9.328671591639198e-05
AICDA,9.327413672060333e-05
SLC5A3,9.318745088815551e-05
CYSLTR2,9.314633992328751e-05
SORT1,9.31363526755351e-05
GYPE,9.304780282022103e-05
PLA2G4A,9.284654429336991e-05
HES1,9.280869090386726e-05
ERCC4,9.272295018203058e-05
CEBPB,9.25950936261641e-05
LARS1,9.252807127119552e-05
SYK,9.24138625822732e-05
SFRP2,9.236807063191009e-05
STN1,9.224079615030634e-05
IFNAR1,9.217929636804037e-05
SERPINB4,9.19831413541532e-05
FDX1,9.188937639580964e-05
ARID5B,9.164137358219767e-05
PLAUR,9.136812593275493e-05
FAAH,9.131327700286857e-05
H0Y858_HUMAN,9.123300972049966e-05
CEBPD,9.121476968869411e-05
SLCO1A2,9.113366449302931e-05
ARL4D,9.104656800596535e-05
CES4A,9.103686254328789e-05
CHRNB3,9.101808304107844e-05
PFAS,9.084977334246298e-05
HBA1,9.073262681793835e-05
HELQ,9.066932753613174e-05
SLC5A5,9.065901089095987e-05
PRKG1,9.065429145136546e-05
ALDH9A1,9.035883630660875e-05
HPR,9.033462582511996e-05
APOBEC3G,9.022720596592082e-05
K7N7A8_HUMAN,9.013065667524514e-05
SLC12A2,8.987691217416828e-05
MAP2,8.972241692293343e-05
NT5C1A,8.958868974533008e-05
HK2,8.938908142289372e-05
SLC5A12,8.932748733734835e-05
TRIB2,8.93035127015808e-05
IKBKB,8.928371072716399e-05
DCLRE1C,8.90466837318994e-05
CA14,8.900872103495101e-05
HUNK,8.898101222011182e-05
MUC6,8.888327628622198e-05
PRKACB,8.878465929818268e-05
EDF1,8.876511601477921e-05
GRM1,8.874409098775687e-05
PLA2G7,8.872730172500837e-05
NT5C,8.859600893352962e-05
VEZF1,8.857659704575504e-05
GDF15,8.846108582299982e-05
OGT,8.842431322411415e-05
CCL11,8.837416049462038e-05
ACVRL1,8.818883793535782e-05
KDM1B,8.809368883958203e-05
CEACAM6,8.806870841256698e-05
NT5C2,8.804578451762713e-05
KRT73,8.775803690623588e-05
GRM2,8.743172862296728e-05
CALCR,8.731310677472869e-05
BIRC7,8.70595922406206e-05
NMUR1,8.689813618945218e-05
SLC25A4,8.680676704003982e-05
PTRH1,8.676927439976456e-05
MGAM,8.67650195947029e-05
RAET1E,8.665575373873315e-05
MRPS11,8.656173729293916e-05
CYP4F2,8.64330468364455e-05
ANG,8.623067085294522e-05
CISD2,8.61979102176104e-05
ROR1,8.602414081203243e-05
TOR1A,8.59425108902554e-05
ID1,8.592247164279819e-05
TIMP1,8.581504984503273e-05
MED27,8.579118141594641e-05
CCN1,8.573946573052747e-05
CXCL5,8.532474892204494e-05
POU2F2,8.524576043594312e-05
HIBCH,8.509031347142768e-05
KAT7,8.493152086790029e-05
CCND3,8.473332626052599e-05
NEU2,8.460708036042605e-05
MB,8.454924284553854e-05
METTL15,8.448001254075513e-05
SLC2A2,8.439786488629402e-05
KL,8.404432022149915e-05
SETX,8.397253164596864e-05
CTSG,8.39285487887219e-05
CLU,8.377051854824275e-05
NPBWR1,8.358078059039501e-05
SERPINA11,8.354080871394121e-05
CDC25A,8.351282724390713e-05
IPP,8.321637207817195e-05
SFRP5,8.310588298196459e-05
AADAC,8.300422854135108e-05
ANK1,8.289433128087672e-05
HORMAD1,8.288975542768305e-05
HBEGF,8.282870821378448e-05
OSGEP,8.280223937831e-05
VWF,8.257507923879355e-05
MTR,8.256926913521726e-05
SLC14A2,8.251983980667574e-05
PTGER4,8.249062259998587e-05
CPT2,8.243632885995859e-05
NAMPT,8.242544893858761e-05
IRS4,8.237854918217096e-05
GLRA3,8.203484916244042e-05
RPL39,8.201393669375665e-05
NUP214,8.199208872188507e-05
CES5A,8.193413372317391e-05
CYP39A1,8.156612797842819e-05
PPIF,8.155948081225883e-05
IL17RD,8.154491033264617e-05
HPDL,8.147005672724644e-05
SNAI1,8.143437623273794e-05
UCP1,8.132501769570697e-05
ALDH16A1,8.127199094886844e-05
TTK,8.125311730077443e-05
GRP,8.12137560164124e-05
PPIC,8.113207391106124e-05
GNAI3,8.112995819223948e-05
GCK,8.107694060174506e-05
PCLAF,8.103713876599533e-05
CES3,8.08877105314288e-05
UPRT,8.083374123428144e-05
TNNC1,8.059675421305866e-05
PLK1,8.050945532059309e-05
G6PD,8.043523214558403e-05
CCS,8.042087553386643e-05
RTF1,8.031322226380431e-05
NUDT5,8.026197633907344e-05
CPT1A,8.021411992348805e-05
TGS1,8.01324908274835e-05
KCNQ2,8.013049852960294e-05
STK4,7.966087141414659e-05
MELK,7.95889669471324e-05
NPPA,7.946667548920778e-05
SLC7A11,7.922914205608407e-05
SERPINE3,7.920858069938339e-05
MUC5B,7.918301951415573e-05
IL1RN,7.913227726278616e-05
CRIP1,7.902324101236934e-05
MAP3K3,7.902292428238072e-05
MED10,7.901184531160471e-05
SH2B3,7.884656560451956e-05
CYP27C1,7.884510036819196e-05
ARRDC3,7.873265460457067e-05
KRT71,7.869937151779156e-05
RBP1,7.864110096863864e-05
MAP2K6,7.860759232990632e-05
IL2RG,7.855691225433582e-05
ABCA7,7.837966994511695e-05
TIMP3,7.829348382003677e-05
FZD3,7.826148554179418e-05
RHOBTB2,7.825321165527512e-05
SLC9A9,7.821465123130795e-05
ADH1A,7.800930051227756e-05
FZD5,7.778594998452856e-05
RPH3A,7.768125304450869e-05
SLC10A1,7.74226917776879e-05
MAGEA2B,7.738997089686379e-05
RPL12,7.733538631360424e-05
SLC17A5,7.725940194144932e-05
NPBWR2,7.72576495998777e-05
TAF2,7.725492412326164e-05
GRM3,7.700717655805114e-05
GDNF,7.689693231455865e-05
MRPL15,7.689208359825403e-05
SPRED1,7.678941854890418e-05
BCL2A1,7.661521058008733e-05
RARRES1,7.655757806178074e-05
KRT1,7.605889116510503e-05
HDGFL3,7.581140091659115e-05
C4A,7.558173700477713e-05
CDX2,7.539532393017708e-05
SV2A,7.509750340589884e-05
RRM2B,7.504787094298562e-05
RXFP3,7.500720183427853e-05
IL2RA,7.494141289244418e-05
PSMA2,7.484178057246488e-05
MSH3,7.479201901557793e-05
HSCB,7.477276351476248e-05
BARD1,7.46306271800195e-05
SMN2,7.458902271950526e-05
CDR1,7.456086166438488e-05
SERPINA10,7.448485912714834e-05
PKM,7.425630723416979e-05
CYB5R3,7.415533844531508e-05
GZMA,7.401178537075509e-05
TBL1XR1,7.39970350724039e-05
ST14,7.397857624894433e-05
KIF13B,7.397009541020659e-05
CYBA,7.393155713034436e-05
ST6GAL1,7.389275313599463e-05
PAK1,7.368138205873385e-05
GNG2,7.357926780997013e-05
CIAPIN1,7.343107793237791e-05
ZNF622,7.32028198060868e-05
APAF1,7.318612308568833e-05
MAP4K2,7.311304397452429e-05
GPX6,7.304131916224552e-05
FADS2,7.295117723023431e-05
EAF2,7.288015418930784e-05
EPCAM,7.284400312756476e-05
MC1R,7.281268724238414e-05
YBX3,7.273238335021223e-05
SEC61A1,7.270212732369748e-05
MED9,7.264980698169143e-05
MYOC,7.253820332624961e-05
PCP4,7.226212383455305e-05
GHSR,7.219945871595971e-05
KRT74,7.218929089251122e-05
VWCE,7.190852899204597e-05
NEU1,7.179467653549203e-05
COQ2,7.176724469295109e-05
TASP1,7.170304450718757e-05
HERPUD1,7.166760775273165e-05
F9,7.159720985601887e-05
PPM1A,7.154398171265513e-05
HMGCS2,7.143340699176148e-05
NADSYN1,7.140981673633917e-05
CXCR1,7.137715575200578e-05
MTNR1A,7.123240377493761e-05
APOA2,7.121002760736952e-05
DAZ3,7.107848152941088e-05
FPR3,7.103794107114361e-05
TWF1,7.098757633856619e-05
INHA,7.09530653800655e-05
SLC25A5,7.088205772755173e-05
ADORA2B,7.067918796139992e-05
HELZ2,7.067180177063216e-05
ADH5,7.062730196122875e-05
PPA1,7.060782296883996e-05
SCNN1B,7.059106988632863e-05
LNX1,7.056604282123011e-05
FBLN5,7.053166770958197e-05
DHRS7,7.044480654857607e-05
HTRA3,7.040716064455506e-05
SLC22A12,7.022262261814498e-05
PTGDR,7.020645490389111e-05
CALR,7.018181325842021e-05
RBM48,6.992659821252966e-05
RHOA,6.985443604476194e-05
SLC29A3,6.973716704926926e-05
FAM151B,6.95152643962885e-05
SLC5A1,6.946708977393459e-05
CDC6,6.937931389264056e-05
GOT1,6.936606443789793e-05
REM1,6.934306969322442e-05
SLURP1,6.934100939928785e-05
SLC14A1,6.91855209956759e-05
ALDH1B1,6.915766695115701e-05
PPP2R1A,6.911761848507162e-05
CLMP,6.909273540409203e-05
CEBPA,6.88060361087282e-05
FOSL1,6.874405381602723e-05
NFATC3,6.870541937459497e-05
NOD2,6.862475709617179e-05
TRPA1,6.860133587884187e-05
SRSF1,6.853697998590431e-05
MED15,6.85038448307984e-05
ID3,6.825651400209564e-05
CNOT4,6.822471902375284e-05
HADHB,6.820264651632337e-05
ELP6,6.818642812510309e-05
RPA3,6.806474251422296e-05
MMP27,6.797849000936024e-05
SEMG1,6.795473690868434e-05
CD38,6.785209189708494e-05
SERPINB10,6.781639154361048e-05
FAT2,6.781337578323296e-05
AVIL,6.775102298138991e-05
NCOR2,6.773099457315765e-05
TNFRSF14,6.761526382809156e-05
CHST5,6.730787799638185e-05
CTSL,6.730205207803072e-05
ADH1B,6.722617273146147e-05
STOML2,6.707831133768392e-05
CLSPN,6.70555478942099e-05
UCP3,6.698772784052652e-05
CACNA1D,6.684477184874343e-05
FZD4,6.682451643070024e-05
GHRHR,6.67918256994471e-05
MSH6,6.655075633470475e-05
CELA1,6.612878399313295e-05
CACNB3,6.602688528148318e-05
NPPB,6.600169237984097e-05
SLC35B3,6.595799651750495e-05
CHMP4B,6.592953650426052e-05
FOXH1,6.585318667340261e-05
ALPI,6.574865922418042e-05
PROKR2,6.561394103052753e-05
CALCRL,6.556721145803654e-05
NEK10,6.541118828806109e-05
UTP20,6.53433355864381e-05
SLC1A3,6.53306252061834e-05
KMO,6.531874836566699e-05
G6PC2,6.523135360893788e-05
KCNA4,6.522725006110854e-05
LCLAT1,6.522294118074375e-05
DUSP7,6.515903271131069e-05
HEXB,6.512050988597319e-05
LAMC2,6.504223872979452e-05
HBE1,6.498519002764282e-05
PPP2R5C,6.494124856415132e-05
ALDH8A1,6.489721289780434e-05
PHOSPHO1,6.487130859546791e-05
IYD,6.478246698220108e-05
GSTO1,6.476427767101535e-05
ATF1,6.471061345496132e-05
TNNI3,6.457174362791305e-05
MED8,6.448222675423638e-05
PKDCC,6.425921505471324e-05
ALLC,6.417500851945195e-05
IL3,6.416692995926494e-05
PPCS,6.415642831091831e-05
TSSK4,6.397171395025332e-05
ALG11,6.369042465323531e-05
NFATC4,6.366404684950834e-05
FKBPL,6.36256039514628e-05
KCNC1,6.356993508622818e-05
SCARB2,6.355296916137461e-05
SF3B1,6.354897603354904e-05
SIRT1,6.352901680331241e-05
PPP2R1B,6.341212850764673e-05
HOGA1,6.340977835533104e-05
NCOA3,6.335976148082084e-05
IL36RN,6.332131624433653e-05
PRKCZ,6.330501806182659e-05
SERPINA9,6.321615311451479e-05
ASIC1,6.318574688879662e-05
CYP2R1,6.316093889457973e-05
RGS10,6.314541052763164e-05
ERCC2,6.296899471382102e-05
VIL1,6.292212546340338e-05
OLA1,6.279936677281181e-05
MDH2,6.262979870456146e-05
KCND2,6.247664111809176e-05
NARS2,6.224913913552086e-05
MBD6,6.223358374710384e-05
HRK,6.221023177174229e-05
PLAG1,6.218993489948256e-05
IFI30,6.216953273930392e-05
CYP4F22,6.21591287277988e-05
COX19,6.20841735913535e-05
RPS12,6.206571519544953e-05
AIFM1,6.205743029825671e-05
TLR3,6.19741965354568e-05
EIF2AK4,6.190088682777341e-05
HMSD,6.188248609401059e-05
PPP3R1,6.163581146552489e-05
GLRB,6.159527782342161e-05
PLD2,6.159015464442781e-05
MRPL16,6.150242185661422e-05
HABP2,6.129899423630759e-05
OIT3,6.119296646373866e-05
KRT72,6.096240662534759e-05
TLR7,6.093278537412265e-05
AGFG1,6.083498872902846e-05
SERPINI1,6.066350929262015e-05
PLEKHG4,6.061319113298967e-05
KIF5B,6.0594450901736504e-05
PPBP,6.0550267105643343e-05
NPFFR2,6.052548652301812e-05
ATP2A2,6.052541324186133e-05
AKAP13,6.045919448167314e-05
PTPRN2,6.041219224402927e-05
PSMB6,6.0408084908593816e-05
CCL21,6.039862975926987e-05
RFK,6.036566018312398e-05
NPR1,6.01817708695897e-05
ICMT,5.9982037299378554e-05
GC,5.9955670952075174e-05
PVALB,5.990821054246327e-05
SEMA6C,5.987767862581485e-05
GNAS,5.981751532896751e-05
PROCR,5.970073830587363e-05
ACO2,5.96304803432931e-05
CRYGD,5.960512211232733e-05
FPGS,5.926714705054338e-05
PROS1,5.920651333541837e-05
RRH,5.9099174713664615e-05
UBE2S,5.906121873961588e-05
ALDH1A3,5.904228401462608e-05
PF4,5.8976686159325185e-05
AQP2,5.8797010427242165e-05
TSPYL1,5.874921678091959e-05
NPFFR1,5.8747703414903505e-05
SRI,5.863312121215338e-05
CPA6,5.855447805933906e-05
GLB1,5.848291842106106e-05
FKBP6,5.8474980120286095e-05
CACNA2D4,5.845328677880099e-05
BBOX1,5.8417273760158585e-05
FANCD2,5.835982119199094e-05
CSAD,5.83222914177582e-05
E9PLN8_HUMAN,5.8206497427043896e-05
OGA,5.8120756780320484e-05
FRZB,5.806201577896876e-05
CSTB,5.800180345676366e-05
NMU,5.7998500148709174e-05
UCK2,5.789142105556846e-05
APEX2,5.785612607249907e-05
PEBP1,5.77905507902247e-05
SLC25A2,5.778296754879821e-05
COQ8B,5.768791881431291e-05
MPI,5.7651374048863715e-05
GGT7,5.7568487971698505e-05
P4HB,5.7562928913599966e-05
ADH6,5.732299488011101e-05
PDXK,5.7196701640748885e-05
PHB2,5.7192903483434596e-05
HMGCS1,5.715897821521583e-05
GALR3,5.69698788685305e-05
MED17,5.695128090835762e-05
CTSV,5.688155395087665e-05
PRKCE,5.6769688477493885e-05
CDK8,5.670347755910848e-05
ANPEP,5.664320415044078e-05
HCLS1,5.6503815117203604e-05
GLA,5.6383840404809124e-05
FZD6,5.637123598116471e-05
PLIN1,5.6241950316454746e-05
ZFP36L2,5.611606252238808e-05
ERCC3,5.6072159588973887e-05
APOM,5.594562190597723e-05
PAH,5.594450379160712e-05
SLC5A11,5.586353671946127e-05
PDE7A,5.5846557031134706e-05
PPIA,5.5839320620418905e-05
SMARCD3,5.576981140909771e-05
DCLRE1A,5.57154573344151e-05
XRCC1,5.5687566621520514e-05
DHRSX,5.5627213899456884e-05
INVS,5.557458235456747e-05
NFKBIE,5.556634533016427e-05
SSTR4,5.556030512333611e-05
KLK1,5.55290113224109e-05
COQ6,5.5524986630638956e-05
ACP7,5.5459980612866575e-05
SERPINA7,5.537874563854986e-05
TAOK1,5.537861257829005e-05
ZFP36L1,5.537673370830154e-05
GATM,5.5245555856555585e-05
PCYT1A,5.523879496782387e-05
WRAP53,5.521644292125811e-05
KIAA1324,5.520968128112274e-05
TXNRD2,5.4937443302464486e-05
PSMA3,5.491291848656135e-05
MED4,5.475791064656923e-05
CXCL2,5.472742645959816e-05
ANXA2,5.4666781717625515e-05
BAAT,5.447269369870278e-05
QRSL1,5.4409027083989904e-05
M6PR,5.4199828725825845e-05
SPR,5.413628555005689e-05
HSPG2,5.409083062335016e-05
GLMN,5.407701661160662e-05
NAGLU,5.402859687475598e-05
RAC2,5.39847560904669e-05
SLC32A1,5.385040707281412e-05
TOX,5.382611008824767e-05
GOPC,5.3775036112573157e-05
VPS25,5.377279343192236e-05
ACP5,5.3707297722346355e-05
SREBF2,5.3503352042714396e-05
MED12,5.338636110972781e-05
KCNIP4,5.334424260472814e-05
CISD1,5.329925627383856e-05
EPHA8,5.3213097466018024e-05
UGT2B17,5.294466543440531e-05
DUT,5.28874523642344e-05
TREM1,5.2875511485951213e-05
RUSC1,5.275108555048901e-05
DIO3,5.27364353166304e-05
GZMH,5.2667193692618804e-05
PLA2G10,5.263076640157404e-05
P2RX3,5.242770380353666e-05
ATP1A2,5.2419131730798335e-05
DNAJC24,5.237914111779757e-05
FKBP11,5.2215623367642086e-05
TSSK2,5.2129480490310546e-05
TRPM8,5.202638526605152e-05
ADAT3,5.20153223785987e-05
KCNT1,5.1907748754313274e-05
MCAM,5.189901543452496e-05
TES,5.178091635937616e-05
LIMK2,5.175926683099132e-05
PDE3B,5.17065224143985e-05
NBN,5.163050379913609e-05
GYPA,5.130915399240715e-05
CYLC1,5.1213605671142694e-05
ANKRD2,5.1193420101352085e-05
STX2,5.112872632901705e-05
KCNH6,5.111925949245334e-05
SERPIND1,5.111417536802402e-05
HPN,5.1041649056654554e-05
CALD1,5.095767305181206e-05
COQ3,5.0939052827547697e-05
ADI1,5.0933073279173875e-05
CTRL,5.0877324061713466e-05
WNT11,5.0839405156736176e-05
GLS2,5.0805088266658115e-05
CACNB1,5.075150588136751e-05
TAS2R38,5.062919530739846e-05
F13A1,5.057760637227125e-05
SLC8A2,5.05355304126612e-05
SHF,5.0449798759836266e-05
ANGPT2,5.044058713282842e-05
ENPEP,5.040934570974723e-05
CHFR,5.034839105345022e-05
SLC47A2,5.034114718691871e-05
EEA1,5.019205049102844e-05
TAS2R16,5.0043229872171674e-05
ROCK2,5.002893367158493e-05
SRD5A3,4.999701526131251e-05
MRPS14,4.996910086511403e-05
HBA2,4.995169816733356e-05
F2RL3,4.9899656612681407e-05
CHCHD7,4.98651642540504e-05
SERPINA5,4.986191759536962e-05
GPR62,4.985865965208695e-05
NID1,4.98136117079033e-05
MTIF2,4.9811504574753434e-05
KCND1,4.976691190020903e-05
CACNA2D3,4.975409239366945e-05
SLC28A2,4.971132340761675e-05
TRPC5,4.964427915698583e-05
CALB2,4.96358175476053e-05
MCHR2,4.9616000128158186e-05
FUCA2,4.9596984255757054e-05
SLC22A4,4.949258491499985e-05
BMPR2,4.948264319164972e-05
SPDL1,4.94790964198699e-05
DCTN6,4.947514850366925e-05
PDE1C,4.9451854255034344e-05
RHO,4.935110513829785e-05
SLC12A4,4.928265150695263e-05
SPI1,4.926531212975747e-05
SERPINF2,4.926377501926611e-05
UTS2R,4.918927920096515e-05
TSPO2,4.9091073841574844e-05
RFC1,4.896504823633178e-05
STAT6,4.8958062658627853e-05
FGF23,4.890646456496951e-05
XPO7,4.867476177841176e-05
LYL1,4.85455233409041e-05
MMP10,4.853254952358965e-05
FKBP1C,4.8453789961217884e-05
MCAT,4.840882660970375e-05
RGS1,4.83697930656e-05
HK3,4.835103323019593e-05
DMRTA1,4.8252873202561525e-05
APOC3,4.8251017382929605e-05
ADCY9,4.791648615798367e-05
SLCO3A1,4.782925675877577e-05
PEPD,4.7727183679628926e-05
GNMT,4.7718325811251614e-05
AGTR2,4.771395973415214e-05
LMNA,4.770905460957777e-05
CHKB,4.770744676863096e-05
HIF1AN,4.769799165130655e-05
FKBP10,4.759597935297626e-05
MRPS18A,4.737922434449544e-05
MXD3,4.7238382262872585e-05
FCGR1B,4.7212572875168135e-05
RORA,4.7175724787031026e-05
CCNB1,4.7127991334736066e-05
MT-ND2,4.703923481568559e-05
SPNS1,4.7037044555906914e-05
PLXDC2,4.702415250829144e-05
SERPINC1,4.697463065873386e-05
KCNIP3,4.695758008976268e-05
SLC25A15,4.688215033521264e-05
RAB5B,4.677935466274935e-05
SLC24A5,4.6591777461448134e-05
KIF16B,4.653497596282811e-05
SLC1A2,4.649907846708341e-05
RRN3,4.646430845695639e-05
PAX1,4.645771190721099e-05
DARS1,4.637930821869205e-05
CAPN2,4.63531155565416e-05
COMTD1,4.628854350271417e-05
ADA,4.614919028702037e-05
GLIS2,4.606659153305044e-05
GADL1,4.6032464483161415e-05
SRPX2,4.6028761458643935e-05
PSMD11,4.587882420991215e-05
